start_city,destination_city,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost
Vadodara,Mumbai,453.3,Sedan,Diesel,19.75,91.03,1,22,High,Clear,541.97,80.0,389.56,27.683,3419.32
Surat,Mumbai,301.61,Hatchback,Diesel,22.2,93.01,4,9,Low,Clear,375.11,80.0,204.6,12.854,1798.11
Delhi,Jaipur,288.04,Sedan,CNG,11.81,78.4,3,11,Medium,Clear,434.79,60.0,279.68,25.255,2716.52
Ahmedabad,Udaipur,276.17,SUV,Petrol,11.75,106.79,5,14,Medium,Clear,287.53,150.0,298.58,24.294,3278.24
Rajkot,Ahmedabad,235.06,SUV,Petrol,9.45,99.61,5,23,Low,Clear,377.72,0.0,237.37,23.38,2905.92
Bengaluru,Mysuru,158.21,SUV,Petrol,13.09,94.08,3,2,Medium,Cloudy,224.46,80.0,184.29,13.064,1665.52
Surat,Mumbai,316.49,Hatchback,Diesel,18.82,93.53,1,8,Low,Rain,401.03,150.0,252.99,15.759,2236.6
Bengaluru,Mysuru,142.14,SUV,Diesel,11.62,87.3,5,20,Medium,Rain,153.96,80.0,183.58,12.469,1421.55
Ahmedabad,Udaipur,266.04,Sedan,Diesel,19.24,90.46,3,3,High,Fog,302.94,120.0,399.79,16.035,2030.87
Surat,Mumbai,298.11,SUV,CNG,10.57,72.83,1,18,Medium,Rain,442.85,80.0,291.2,30.166,2940.64
Ahmedabad,Vadodara,121.84,Sedan,CNG,14.62,73.32,3,17,Medium,Clear,111.39,0.0,121.88,8.787,840.89
Bengaluru,Mysuru,149.72,SUV,Petrol,14.34,94.27,3,2,Low,Clear,238.86,120.0,152.52,9.523,1400.46
Delhi,Jaipur,306.59,Sedan,CNG,12.66,79.22,2,20,Low,Cloudy,330.41,60.0,262.45,23.373,2451.32
Bengaluru,Mysuru,158.79,Sedan,Petrol,18.17,106.49,4,14,High,Cloudy,147.96,40.0,222.8,10.13,1371.9
Delhi,Jaipur,300.67,Sedan,Petrol,14.77,99.72,4,12,Low,Clear,344.76,60.0,251.89,18.77,2476.74
Ahmedabad,Surat,289.68,Hatchback,Diesel,16.73,91.93,4,14,High,Cloudy,377.4,60.0,328.29,19.558,2381.98
Vadodara,Mumbai,414.22,Hatchback,CNG,18.84,83.89,4,7,Medium,Clear,509.16,60.0,310.2,23.367,2785.54
Delhi,Jaipur,274.91,SUV,Diesel,14.54,95.15,3,23,High,Clear,479.68,80.0,331.09,22.497,2957.2
Ahmedabad,Surat,267.21,Hatchback,Petrol,20.37,106.25,2,16,Low,Clear,375.57,120.0,212.07,12.734,1997.87
Ahmedabad,Surat,281.71,Hatchback,CNG,15.42,78.87,3,6,Medium,Cloudy,395.75,80.0,275.01,19.03,2153.16
Vadodara,Mumbai,430.9,Hatchback,Diesel,17.11,94.48,2,1,High,Clear,469.58,40.0,383.15,29.799,3530.43
Ahmedabad,Surat,261.05,Hatchback,Diesel,17.73,90.05,4,4,Medium,Clear,380.25,0.0,256.29,15.232,1867.39
Ahmedabad,Vadodara,117.24,SUV,Diesel,14.74,91.79,2,8,Medium,Clear,127.2,40.0,117.13,8.477,1038.48
Ahmedabad,Udaipur,278.04,Hatchback,Diesel,18.17,94.63,5,23,Medium,Clear,192.56,80.0,290.32,15.739,1930.15
Delhi,Jaipur,285.11,Sedan,Petrol,14.35,99.69,3,18,Medium,Clear,242.8,0.0,264.48,20.218,2425.65
Ahmedabad,Vadodara,110.22,Sedan,Petrol,15.9,96.04,4,4,High,Clear,134.24,80.0,127.05,8.342,1090.27
Ahmedabad,Vadodara,121.0,SUV,CNG,8.63,75.26,2,0,High,Clear,147.38,60.0,154.22,16.276,1548.39
Ahmedabad,Udaipur,257.98,Hatchback,Petrol,14.76,96.92,3,17,Medium,Clear,263.25,120.0,266.8,18.889,2321.78
Ahmedabad,Surat,279.13,Sedan,Diesel,17.82,93.38,2,13,Medium,Rain,267.62,150.0,288.81,15.993,2142.62
Rajkot,Ahmedabad,218.47,SUV,CNG,9.76,83.61,4,12,Medium,Clear,283.25,120.0,247.16,23.024,2477.36
Vadodara,Mumbai,458.73,Hatchback,Diesel,21.57,96.35,5,6,Medium,Clear,596.45,80.0,337.64,22.443,3084.66
Vadodara,Mumbai,419.22,Sedan,Diesel,18.84,90.84,1,20,Low,Clear,489.36,120.0,260.68,21.624,2848.84
Ahmedabad,Vadodara,119.34,SUV,Diesel,12.77,97.86,3,5,Medium,Cloudy,196.64,80.0,126.67,9.695,1307.55
Ahmedabad,Udaipur,271.67,Hatchback,CNG,17.69,75.34,5,17,Medium,Cloudy,295.34,80.0,279.28,16.394,1753.41
Ahmedabad,Udaipur,261.9,Sedan,Petrol,13.41,103.73,4,0,High,Cloudy,213.0,120.0,320.98,23.134,2898.66
Pune,Mumbai,157.79,Hatchback,Petrol,17.29,97.26,3,1,Low,Clear,228.24,60.0,184.64,8.478,1188.68
Delhi,Jaipur,297.45,Sedan,Petrol,17.02,104.01,4,2,High,Clear,342.42,120.0,336.39,20.129,2717.96
Bengaluru,Mysuru,149.01,Sedan,Diesel,18.94,89.06,3,19,Low,Clear,169.92,60.0,139.17,7.267,991.31
Delhi,Jaipur,293.97,Sedan,CNG,11.88,84.34,2,16,High,Rain,485.87,0.0,365.96,29.257,3138.34
Pune,Mumbai,166.46,Sedan,Diesel,15.9,96.83,2,3,Low,Cloudy,366.17,40.0,197.84,9.965,1504.71
Ahmedabad,Udaipur,270.42,Hatchback,Diesel,20.18,88.09,1,6,Medium,Clear,209.12,120.0,279.04,14.056,1746.98
Vadodara,Mumbai,452.75,Sedan,Petrol,16.18,107.46,4,0,Medium,Clear,624.42,150.0,343.39,28.269,4131.99
Surat,Mumbai,307.44,Hatchback,Petrol,19.24,101.04,5,3,Medium,Clear,394.36,60.0,254.19,16.446,2304.57
Bengaluru,Mysuru,146.01,SUV,Petrol,9.21,103.01,2,11,Medium,Clear,194.96,0.0,170.8,16.347,1998.36
Rajkot,Ahmedabad,228.64,Hatchback,Diesel,22.99,88.96,4,1,Medium,Clear,193.32,150.0,262.03,10.388,1417.13
Pune,Mumbai,155.8,SUV,Petrol,14.38,96.52,4,19,High,Clear,210.39,0.0,240.84,12.56,1556.65
Ahmedabad,Vadodara,111.02,SUV,Petrol,13.48,102.08,3,18,Medium,Rain,156.81,150.0,135.11,8.363,1259.66
Pune,Mumbai,159.39,Hatchback,Diesel,22.14,92.76,4,22,Medium,Clear,335.41,60.0,213.47,7.679,1211.14
Ahmedabad,Surat,281.51,Sedan,Petrol,16.65,94.96,1,12,Low,Clear,318.27,60.0,218.56,15.75,2066.5
Rajkot,Ahmedabad,228.33,Sedan,Petrol,17.82,105.97,2,18,Low,Clear,213.15,0.0,214.37,11.69,1623.69
Rajkot,Ahmedabad,233.96,Hatchback,Diesel,21.72,87.72,4,14,High,Clear,273.21,80.0,318.97,12.988,1630.06
Ahmedabad,Vadodara,112.05,Hatchback,Petrol,20.12,99.58,4,9,Low,Clear,152.33,0.0,97.85,5.44,765.3
Delhi,Jaipur,277.17,SUV,Petrol,10.74,103.53,4,0,Medium,Rain,464.47,40.0,306.3,26.402,3526.02
Delhi,Jaipur,300.24,SUV,Diesel,9.61,94.56,4,11,Low,Clear,287.84,60.0,269.2,30.048,3449.55
Ahmedabad,Vadodara,112.36,Sedan,Petrol,15.05,96.03,3,2,Low,Cloudy,114.25,120.0,97.99,7.153,997.18
Vadodara,Mumbai,442.75,Sedan,Petrol,16.35,102.22,1,10,Low,Clear,493.6,40.0,280.75,26.226,3520.03
Surat,Mumbai,313.14,Sedan,Diesel,19.09,92.59,5,2,Low,Clear,446.28,120.0,219.07,15.85,2290.77
Delhi,Jaipur,289.45,Hatchback,Petrol,18.36,104.79,4,20,Medium,Cloudy,312.21,120.0,293.73,16.227,2283.8
Vadodara,Mumbai,440.69,Sedan,Diesel,14.8,93.72,1,16,Low,Clear,505.81,40.0,281.89,28.021,3518.04
Ahmedabad,Surat,275.42,SUV,Petrol,12.67,101.69,3,20,High,Clear,437.01,150.0,327.62,24.741,3279.1
Pune,Mumbai,156.17,Sedan,CNG,12.09,77.23,4,13,Low,Cloudy,367.88,60.0,181.05,12.237,1472.3
Delhi,Jaipur,290.75,SUV,Diesel,9.89,94.84,3,2,Medium,Clear,249.42,40.0,275.84,30.534,3446.86
Ahmedabad,Surat,263.53,Sedan,Petrol,13.16,103.26,5,12,High,Clear,305.31,80.0,287.98,22.684,2870.53
Ahmedabad,Vadodara,111.47,Hatchback,Diesel,18.09,90.46,4,15,High,Clear,183.5,0.0,131.79,7.066,892.29
Ahmedabad,Udaipur,280.89,Hatchback,CNG,18.21,79.44,5,5,High,Rain,169.67,80.0,398.72,18.539,1865.96
Ahmedabad,Vadodara,119.14,SUV,Petrol,11.51,101.45,2,18,Medium,Clear,148.85,120.0,123.45,11.077,1494.4
Ahmedabad,Vadodara,119.91,Sedan,Petrol,14.26,106.59,4,7,Medium,Clear,121.71,80.0,120.26,8.606,1203.2
Ahmedabad,Udaipur,271.24,SUV,Diesel,15.85,95.63,4,15,Medium,Rain,227.16,120.0,338.25,17.857,2253.99
Bengaluru,Mysuru,155.79,Sedan,Petrol,16.79,101.43,4,13,Medium,Clear,127.5,120.0,168.46,10.01,1384.63
Ahmedabad,Udaipur,272.55,Sedan,Petrol,14.52,104.47,2,14,Medium,Cloudy,306.34,150.0,272.27,19.864,2698.71
Ahmedabad,Surat,263.42,Hatchback,Diesel,21.19,96.24,1,16,High,Clear,228.06,60.0,299.79,14.101,1790.1
Ahmedabad,Udaipur,276.31,Sedan,Diesel,16.7,95.28,3,0,Low,Rain,239.31,40.0,268.18,15.124,1936.6
Ahmedabad,Udaipur,282.33,Sedan,Petrol,13.39,97.91,4,6,Medium,Clear,279.04,150.0,292.18,22.679,2896.43
Pune,Mumbai,163.59,Hatchback,Petrol,18.62,103.53,2,23,High,Cloudy,286.22,0.0,261.35,9.999,1420.12
Ahmedabad,Surat,280.41,Hatchback,CNG,14.48,83.11,4,22,High,Cloudy,341.38,60.0,336.27,22.815,2452.42
Bengaluru,Mysuru,145.58,SUV,Petrol,13.32,105.35,2,5,Low,Cloudy,255.74,0.0,147.27,9.993,1445.55
Pune,Mumbai,159.56,Sedan,Petrol,14.27,98.25,4,11,Medium,Clear,340.14,60.0,195.12,11.972,1684.7
Ahmedabad,Vadodara,121.32,Sedan,Diesel,19.98,90.73,1,21,Medium,Clear,176.03,80.0,122.23,6.221,896.17
Bengaluru,Mysuru,158.59,Hatchback,Petrol,18.03,95.83,1,10,Low,Clear,255.26,120.0,148.81,8.44,1260.2
Rajkot,Ahmedabad,232.9,Sedan,Petrol,14.69,104.88,5,16,Low,Clear,328.16,60.0,215.6,14.951,2141.19
Delhi,Jaipur,293.97,Sedan,Petrol,17.29,97.18,5,13,High,Clear,482.96,150.0,331.64,20.066,2800.03
Delhi,Jaipur,282.83,Hatchback,Diesel,18.37,90.72,5,10,High,Clear,243.6,0.0,338.77,17.864,2003.26
Ahmedabad,Surat,283.13,SUV,CNG,9.66,72.76,2,13,Low,Cloudy,350.87,0.0,254.55,27.862,2618.08
Ahmedabad,Surat,268.44,Sedan,Diesel,14.16,90.21,1,1,Medium,Clear,290.34,80.0,239.72,19.456,2298.98
Ahmedabad,Udaipur,269.05,Sedan,Petrol,18.24,98.21,3,6,Medium,Rain,201.96,80.0,309.66,15.339,2009.57
Ahmedabad,Vadodara,111.81,Sedan,Petrol,15.75,107.33,5,11,Low,Clear,181.83,60.0,95.63,6.626,1023.58
Bengaluru,Mysuru,143.86,SUV,Diesel,11.09,94.81,5,15,Medium,Rain,127.36,0.0,192.99,13.966,1564.18
Pune,Mumbai,159.58,Hatchback,Petrol,18.91,106.25,3,7,Medium,Clear,255.11,80.0,214.29,8.823,1372.14
Delhi,Jaipur,281.43,Hatchback,Petrol,15.16,100.17,4,17,Medium,Clear,318.02,150.0,267.93,19.716,2562.59
Ahmedabad,Udaipur,283.77,Hatchback,Petrol,17.59,99.93,2,20,Medium,Cloudy,276.38,60.0,309.14,16.599,2169.34
Ahmedabad,Udaipur,261.63,Hatchback,Diesel,20.79,90.5,5,0,Medium,Cloudy,212.74,150.0,281.54,13.24,1717.47
Pune,Mumbai,163.74,Hatchback,Petrol,16.93,105.21,5,15,Low,Clear,327.74,60.0,180.92,9.298,1435.81
Ahmedabad,Surat,281.98,Sedan,Petrol,17.68,99.79,1,15,Low,Clear,348.02,120.0,227.87,15.14,2203.24
Pune,Mumbai,161.43,SUV,Petrol,10.53,104.91,3,5,Low,Clear,325.02,0.0,180.03,14.279,1946.27
Ahmedabad,Vadodara,112.95,SUV,Petrol,13.53,96.52,4,4,Low,Cloudy,153.8,80.0,107.25,7.988,1083.66
Pune,Mumbai,163.63,Sedan,Petrol,16.38,95.74,1,11,Medium,Fog,216.18,80.0,246.5,10.286,1389.76
Delhi,Jaipur,285.28,Sedan,Petrol,17.12,104.63,5,22,Medium,Clear,307.83,150.0,282.52,17.455,2523.84
Pune,Mumbai,167.69,SUV,Diesel,14.1,94.9,2,15,High,Clear,235.38,40.0,267.74,14.106,1780.61
Surat,Mumbai,314.25,Hatchback,Petrol,17.81,106.25,3,23,High,Clear,324.56,150.0,301.49,20.411,2831.26
Ahmedabad,Surat,263.41,Hatchback,Petrol,19.33,107.33,4,7,Low,Cloudy,292.04,0.0,224.36,12.715,1780.85
Surat,Mumbai,300.63,Hatchback,Diesel,18.04,88.57,2,13,Medium,Rain,459.23,120.0,282.51,17.446,2260.3
Surat,Mumbai,291.47,Hatchback,Diesel,22.96,89.3,2,18,High,Cloudy,526.72,40.0,277.39,14.732,2029.08
Rajkot,Ahmedabad,229.29,Sedan,Diesel,19.94,97.95,4,5,Low,Clear,383.98,60.0,209.39,10.753,1650.65
Bengaluru,Mysuru,152.1,Sedan,Diesel,17.07,94.06,1,17,High,Cloudy,183.33,60.0,198.0,10.509,1324.72
Rajkot,Ahmedabad,236.39,SUV,CNG,10.95,83.86,2,16,Low,Cloudy,200.2,40.0,244.53,20.272,2149.68
Ahmedabad,Vadodara,119.07,SUV,Petrol,8.74,105.96,4,7,Medium,Clear,127.43,0.0,123.63,14.486,1750.21
Surat,Mumbai,317.55,Sedan,Diesel,16.07,88.6,4,3,High,Clear,295.72,60.0,299.62,23.584,2634.66
Rajkot,Ahmedabad,228.25,SUV,Petrol,12.37,94.59,4,1,Medium,Cloudy,237.31,150.0,270.32,19.923,2436.24
Ahmedabad,Vadodara,121.14,Hatchback,CNG,18.21,78.81,3,0,Low,Clear,128.41,0.0,105.89,6.1,688.79
Delhi,Jaipur,290.44,SUV,Petrol,12.88,102.88,3,18,Low,Rain,339.98,120.0,296.26,21.637,2965.21
Vadodara,Mumbai,428.73,SUV,Petrol,13.42,95.54,5,11,Medium,Clear,640.99,80.0,335.86,33.457,4310.42
Ahmedabad,Surat,282.65,SUV,Diesel,9.71,97.09,1,18,Medium,Fog,410.41,150.0,317.68,31.016,3797.89
Ahmedabad,Surat,286.11,SUV,CNG,12.31,83.12,5,3,Medium,Clear,369.71,80.0,268.67,24.492,2722.58
Ahmedabad,Udaipur,277.48,SUV,CNG,10.94,83.32,4,3,Low,Cloudy,169.89,40.0,262.9,23.231,2372.58
Delhi,Jaipur,281.08,SUV,Petrol,9.61,94.11,3,9,Medium,Clear,471.04,120.0,268.25,30.074,3705.41
Surat,Mumbai,319.0,Sedan,Petrol,12.94,94.94,1,6,Medium,Rain,305.52,150.0,294.65,25.755,3174.87
Rajkot,Ahmedabad,223.1,Sedan,Petrol,13.89,106.76,4,14,Low,Clear,266.8,150.0,209.81,15.587,2245.57
Ahmedabad,Udaipur,280.36,Sedan,Petrol,14.04,106.14,3,18,Medium,Rain,179.56,80.0,331.81,21.318,2680.84
Rajkot,Ahmedabad,212.3,Hatchback,Petrol,15.13,102.8,2,22,Low,Clear,267.01,120.0,212.39,13.019,1869.93
Vadodara,Mumbai,429.06,SUV,Diesel,15.79,89.71,1,1,High,Clear,399.43,0.0,380.94,30.987,3597.98
Ahmedabad,Surat,263.56,SUV,Petrol,10.49,106.69,2,21,Medium,Rain,235.26,150.0,288.76,26.54,3396.63
Ahmedabad,Surat,274.3,Hatchback,Diesel,20.91,90.23,4,21,High,Clear,363.71,80.0,296.25,15.669,2012.62
Pune,Mumbai,163.48,SUV,Petrol,10.85,101.37,5,13,High,Clear,388.43,150.0,244.79,18.136,2483.92
Vadodara,Mumbai,441.01,Sedan,Petrol,15.97,94.52,1,5,Medium,Rain,650.36,80.0,375.26,27.882,3624.32
Surat,Mumbai,305.36,SUV,Petrol,12.66,105.57,3,1,Medium,Rain,404.33,120.0,281.48,25.754,3520.73
Bengaluru,Mysuru,157.59,SUV,CNG,11.43,72.51,4,7,High,Cloudy,176.76,60.0,229.68,16.361,1549.62
Rajkot,Ahmedabad,216.13,SUV,CNG,10.53,79.65,1,18,Medium,Clear,357.5,60.0,251.75,21.423,2272.23
Ahmedabad,Udaipur,279.03,Hatchback,Petrol,19.06,106.76,2,18,High,Rain,254.33,80.0,386.05,16.556,2277.17
Bengaluru,Mysuru,145.69,Hatchback,Petrol,14.95,99.29,3,19,High,Fog,200.9,80.0,229.68,11.424,1491.87
Ahmedabad,Udaipur,281.75,Sedan,CNG,13.48,74.7,5,0,Medium,Clear,207.64,0.0,294.05,22.56,2103.13
Pune,Mumbai,159.14,Hatchback,Diesel,17.41,92.27,5,22,High,Clear,398.8,80.0,239.89,10.571,1535.99
Pune,Mumbai,158.8,Sedan,Diesel,17.0,92.11,5,12,Low,Clear,376.8,120.0,169.35,8.82,1425.9
Rajkot,Ahmedabad,226.5,Hatchback,Diesel,22.85,96.64,1,11,Medium,Cloudy,325.74,60.0,250.53,10.056,1510.35
Pune,Mumbai,155.16,SUV,Petrol,11.72,98.51,4,2,Medium,Cloudy,219.62,0.0,213.78,14.167,1777.25
Bengaluru,Mysuru,142.5,Sedan,Diesel,18.78,87.7,2,19,Medium,Clear,153.21,60.0,163.0,8.005,1015.08
Ahmedabad,Surat,267.42,SUV,Petrol,9.18,103.48,3,19,Medium,Clear,432.24,120.0,268.26,31.417,4006.47
Ahmedabad,Vadodara,122.05,Hatchback,Diesel,16.02,97.93,5,0,Medium,Cloudy,164.13,80.0,126.85,8.014,1108.44
Ahmedabad,Udaipur,284.02,SUV,Petrol,10.57,107.44,3,4,Medium,Clear,187.86,40.0,305.92,28.406,3526.65
Ahmedabad,Vadodara,117.96,Hatchback,Diesel,22.84,94.38,3,22,High,Clear,165.36,120.0,144.28,5.86,919.55
Ahmedabad,Vadodara,120.11,SUV,Diesel,12.56,94.58,4,18,Low,Clear,199.22,0.0,106.22,9.012,1141.79
Ahmedabad,Udaipur,259.24,Sedan,CNG,13.36,78.78,4,14,Low,Clear,324.69,0.0,219.88,18.584,1987.74
Rajkot,Ahmedabad,228.3,Sedan,Diesel,17.63,88.74,3,23,Medium,Rain,318.16,80.0,285.85,13.101,1702.26
Ahmedabad,Vadodara,112.66,Sedan,Petrol,15.7,99.61,2,17,High,Cloudy,146.97,40.0,142.17,8.089,1078.1
Delhi,Jaipur,275.87,Hatchback,Diesel,18.3,91.01,2,16,Medium,Clear,452.12,60.0,270.19,15.746,2110.94
Pune,Mumbai,159.57,Sedan,CNG,13.82,76.92,4,20,Low,Clear,318.62,0.0,177.51,10.813,1267.71
Ahmedabad,Vadodara,122.5,Sedan,Diesel,16.72,88.3,5,9,High,Rain,146.38,80.0,161.55,8.823,1094.56
Pune,Mumbai,161.52,Hatchback,CNG,17.19,85.3,4,18,High,Clear,351.08,0.0,238.09,11.32,1429.45
Rajkot,Ahmedabad,220.39,Sedan,Diesel,15.65,87.72,3,22,Medium,Clear,385.13,120.0,231.2,14.829,1959.61
Rajkot,Ahmedabad,216.57,SUV,CNG,12.77,79.04,4,10,Medium,Cloudy,290.51,0.0,248.68,18.196,1887.35
Ahmedabad,Vadodara,114.62,SUV,Petrol,12.46,106.74,3,18,High,Clear,173.07,120.0,144.66,10.902,1540.1
Ahmedabad,Surat,287.83,SUV,Diesel,14.34,93.59,2,7,High,Clear,291.25,60.0,338.1,23.116,2737.45
Ahmedabad,Surat,261.5,Sedan,Petrol,13.6,101.44,4,5,High,Cloudy,304.37,120.0,291.64,22.752,2876.13
Vadodara,Mumbai,421.12,Sedan,Diesel,17.4,91.0,5,22,Low,Clear,622.36,120.0,263.14,23.419,3203.08
Delhi,Jaipur,277.48,SUV,Diesel,15.24,97.76,2,0,Medium,Clear,475.81,60.0,283.96,19.232,2613.5
Vadodara,Mumbai,436.28,Hatchback,Petrol,15.54,104.01,4,0,High,Clear,493.27,0.0,397.32,32.373,4128.41
Surat,Mumbai,302.68,Hatchback,Diesel,18.19,89.64,3,18,Low,Clear,395.59,150.0,218.52,15.999,2152.58
Pune,Mumbai,161.63,Hatchback,Petrol,19.92,100.03,3,7,Medium,Cloudy,228.56,150.0,210.21,8.757,1344.1
Delhi,Jaipur,274.71,SUV,Diesel,14.63,87.99,5,18,Medium,Cloudy,368.38,150.0,291.48,19.263,2447.02
Delhi,Jaipur,279.06,Sedan,Diesel,19.07,88.83,4,16,Low,Rain,441.33,0.0,272.76,13.909,1839.82
Delhi,Jaipur,299.87,SUV,Petrol,11.75,98.65,3,18,High,Clear,467.01,80.0,345.71,29.676,3694.55
Delhi,Jaipur,292.62,Hatchback,CNG,17.34,80.87,3,22,Low,Cloudy,470.68,60.0,250.14,16.16,2017.49
Rajkot,Ahmedabad,213.99,SUV,CNG,8.52,79.19,1,6,Low,Clear,235.7,40.0,209.27,23.666,2332.73
Ahmedabad,Udaipur,266.51,Hatchback,Diesel,19.0,97.61,1,1,Medium,Clear,250.71,120.0,284.25,14.654,1935.97
Ahmedabad,Udaipur,285.57,Hatchback,Diesel,22.18,91.44,4,6,Low,Clear,190.5,40.0,254.32,12.055,1472.67
Rajkot,Ahmedabad,230.83,Hatchback,Diesel,22.05,93.21,1,4,High,Clear,217.01,80.0,305.01,12.004,1549.03
Rajkot,Ahmedabad,216.96,SUV,Diesel,9.58,87.62,2,15,Medium,Clear,332.03,40.0,236.41,23.518,2620.72
Surat,Mumbai,314.79,Sedan,Petrol,17.27,98.08,5,5,Medium,Rain,500.66,0.0,294.42,19.341,2603.08
Bengaluru,Mysuru,149.48,Sedan,Diesel,19.78,95.58,3,10,Medium,Clear,229.3,80.0,168.65,7.904,1164.39
Delhi,Jaipur,294.22,SUV,Diesel,13.41,97.19,3,10,Low,Clear,391.94,80.0,242.64,20.046,2705.02
Pune,Mumbai,160.31,Sedan,CNG,12.66,77.68,3,15,High,Clear,380.97,80.0,243.67,14.51,1682.75
Rajkot,Ahmedabad,214.92,Hatchback,CNG,18.04,83.69,2,9,Medium,Cloudy,220.64,60.0,241.28,12.086,1404.68
Ahmedabad,Surat,261.21,SUV,Petrol,11.9,101.88,5,12,Medium,Clear,339.14,150.0,248.92,22.897,3094.92
Ahmedabad,Udaipur,284.54,SUV,Diesel,15.25,93.39,4,3,High,Clear,323.04,80.0,343.06,22.168,2696.57
Surat,Mumbai,288.01,Sedan,Petrol,17.13,107.43,5,2,Medium,Rain,333.46,60.0,269.07,17.565,2450.94
Ahmedabad,Udaipur,259.72,Sedan,Petrol,16.11,94.35,2,0,Medium,Rain,259.9,120.0,299.8,16.412,2080.82
Pune,Mumbai,153.62,Sedan,Diesel,19.69,96.17,4,17,High,Cloudy,214.04,120.0,237.39,9.363,1324.43
Ahmedabad,Surat,267.3,SUV,CNG,12.78,73.39,1,17,Medium,Rain,359.36,0.0,301.91,21.289,2183.72
Ahmedabad,Vadodara,113.28,Hatchback,Diesel,21.54,96.68,5,23,Medium,Rain,155.61,60.0,135.75,5.602,815.39
Pune,Mumbai,165.38,Hatchback,Diesel,18.41,90.68,1,9,Low,Clear,261.08,0.0,179.49,8.305,1090.39
Pune,Mumbai,164.66,Hatchback,CNG,14.16,76.66,2,17,Medium,Cloudy,328.73,120.0,223.22,12.068,1481.7
Surat,Mumbai,312.45,SUV,Petrol,11.41,104.35,2,10,Low,Clear,536.62,60.0,214.94,25.635,3535.43
Delhi,Jaipur,290.21,Hatchback,CNG,15.76,78.15,2,6,Medium,Rain,359.5,0.0,314.67,19.305,2010.72
Delhi,Jaipur,279.31,Sedan,Petrol,12.6,100.65,1,15,Medium,Cloudy,264.23,150.0,286.29,23.019,2920.13
Bengaluru,Mysuru,144.92,Sedan,Petrol,13.14,95.84,5,11,Medium,Clear,143.05,120.0,164.98,11.551,1486.27
Pune,Mumbai,160.77,Hatchback,Diesel,19.15,87.96,3,11,High,Clear,374.45,120.0,246.7,9.563,1445.04
Delhi,Jaipur,303.6,Hatchback,Diesel,18.54,91.83,2,5,Low,Clear,439.64,0.0,246.62,15.46,2015.49
Ahmedabad,Udaipur,269.47,Sedan,CNG,12.28,85.58,5,22,Medium,Rain,185.59,60.0,319.38,23.502,2445.29
Pune,Mumbai,161.8,Sedan,Petrol,13.81,102.21,5,10,Low,Cloudy,303.31,40.0,181.63,11.218,1623.64
Ahmedabad,Surat,282.29,Sedan,Diesel,18.64,97.91,5,5,Low,Rain,256.1,40.0,262.1,14.535,1934.75
Rajkot,Ahmedabad,231.25,Hatchback,Petrol,19.4,95.63,2,11,Medium,Clear,203.02,120.0,260.19,12.465,1667.65
Rajkot,Ahmedabad,229.34,Sedan,CNG,11.83,73.78,4,13,Medium,Rain,220.18,60.0,280.46,20.725,1998.98
Ahmedabad,Udaipur,276.37,Hatchback,Diesel,22.97,94.23,2,20,Medium,Clear,183.71,120.0,289.12,12.405,1628.57
Bengaluru,Mysuru,156.2,Hatchback,Petrol,20.37,102.69,3,11,High,Clear,190.49,0.0,216.67,9.114,1203.29
Pune,Mumbai,156.86,Sedan,Diesel,19.47,88.48,4,1,Medium,Clear,392.26,40.0,195.05,8.601,1322.46
Delhi,Jaipur,298.63,SUV,Petrol,9.29,101.65,2,3,Medium,Clear,301.33,150.0,288.0,32.483,4017.61
Vadodara,Mumbai,428.63,Hatchback,Diesel,17.6,91.71,3,4,Medium,Clear,454.65,120.0,333.49,24.863,3053.18
Delhi,Jaipur,275.29,Hatchback,Diesel,18.87,97.69,1,11,Low,Clear,275.76,60.0,223.4,13.362,1772.96
Pune,Mumbai,159.71,Sedan,Petrol,18.07,99.33,5,8,Medium,Clear,296.44,40.0,199.53,8.936,1344.05
Rajkot,Ahmedabad,220.2,Sedan,Petrol,12.83,106.87,1,22,Medium,Clear,251.86,120.0,240.46,18.288,2470.19
Ahmedabad,Surat,272.22,Hatchback,Diesel,19.53,93.51,5,6,Medium,Rain,296.81,40.0,282.26,14.923,1859.01
Delhi,Jaipur,282.7,Hatchback,Petrol,19.4,107.06,2,19,Medium,Clear,468.82,0.0,285.06,15.561,2312.95
Surat,Mumbai,314.77,Hatchback,Petrol,16.96,96.54,4,22,Medium,Rain,308.82,40.0,288.95,18.88,2366.05
Pune,Mumbai,165.33,Sedan,CNG,14.24,83.81,4,14,High,Rain,223.26,120.0,281.11,13.46,1585.59
Bengaluru,Mysuru,143.14,SUV,Petrol,13.99,102.74,5,3,High,Clear,230.22,120.0,193.98,12.12,1689.46
Bengaluru,Mysuru,157.53,Sedan,Petrol,15.07,107.05,2,21,Medium,Clear,238.56,0.0,172.81,10.688,1471.76
Delhi,Jaipur,280.95,Hatchback,Diesel,21.79,97.04,3,10,Medium,Clear,266.98,150.0,263.19,13.714,1894.93
Ahmedabad,Udaipur,273.06,Hatchback,Petrol,14.41,97.3,4,2,Medium,Clear,181.92,80.0,273.92,19.542,2330.72
Bengaluru,Mysuru,146.04,Sedan,CNG,12.71,84.8,2,1,Medium,Clear,212.82,80.0,156.55,11.595,1358.29
