city,state,lat,lon,population
Jowai,Meghalaya,25.43596,92.19132,28430
Ochira,Kerala,9.13478,76.51169,28412
Rapar,Gujarat,23.57267,70.64718,28407
Jammu Cantonment,Jammu and Kashmir,32.70438,74.86114,28396
Banswada,Telangana,18.37725,77.88007,28384
Hosadurga,Karnataka,13.79631,76.28408,28370
Ramanayyapeta,Andhra Pradesh,16.94516,82.2385,28369
Minjur,Tamil Nadu,13.27951,80.25815,28337
Sonamukhi,West Bengal,23.30521,87.41336,28334
Kukshi,Madhya Pradesh,22.20677,74.75788,28331
Kansad,Gujarat,21.07466,72.87888,28327
Kalavad,Gujarat,22.20789,70.38343,28314
Jashpur Nagar,Chhattisgarh,22.88783,84.13864,28301
Mavelikara,Kerala,9.25929,76.55642,28300
Dhanaura,Uttar Pradesh,28.95912,78.25629,28285
Jalgaon Jamod,Maharashtra,21.05194,76.53464,28276
Pallipuram,Kerala,9.75502,76.35724,28276
Sujanpur,Punjab,32.31625,75.60741,28270
Annigeri,Karnataka,15.42513,75.4335,28267
Piravam,Kerala,9.86667,76.5,28254
Ganderbal,Jammu and Kashmir,34.22619,74.77478,28233
Uliyazhathura,Kerala,8.58165,76.92242,28230
Mandi,Himachal Pradesh,31.71194,76.93273,28217
Atholi,Kerala,11.38853,75.7597,28213
Shiggaon,Karnataka,14.99053,75.22499,28207
Pandua,West Bengal,23.07492,88.28637,28205
Punch,Jammu and Kashmir,33.77033,74.09254,28197
Kottaikadu,Tamil Nadu,12.25556,79.98226,28172
Hangal,Karnataka,14.76465,75.1246,28159
Jhadeshwar,Gujarat,21.71361,73.03231,28148
Polur,Tamil Nadu,12.51217,79.12405,28123
Sheohar,Bihar,26.51393,85.29341,28116
Perumbavoor,Kerala,10.10695,76.47366,28110
Gundlupet,Karnataka,11.81004,76.69027,28105
Sachin,Gujarat,21.08718,72.88153,28102
Koynanagar,Maharashtra,17.4,73.76667,28091
Gotegaon,Madhya Pradesh,23.02888,79.48233,28074
Kalwakurti,Telangana,16.66396,78.49143,28060
Sheoganj,Rajasthan,25.13915,73.06784,28053
Devanahalli,Karnataka,13.24655,77.71183,28051
Aron,Madhya Pradesh,24.38109,77.41739,28010
Hadagalli,Karnataka,15.02048,75.93185,27967
Patran,Punjab,29.9577,76.0486,27963
Tharad,Gujarat,24.39597,71.62577,27954
Panagar,Madhya Pradesh,23.28539,79.99509,27932
Dasna,Uttar Pradesh,28.67736,77.52252,27926
Kulittalai,Tamil Nadu,10.93487,78.41251,27910
Sulur,Tamil Nadu,11.02427,77.12565,27909
Rangia,Assam,26.44931,91.61356,27889
Bamor Kalan,Madhya Pradesh,24.89298,78.15105,27860
Umargam,Gujarat,20.19718,72.75035,27859
Nalbari,Assam,26.43937,91.44041,27839
Pallikunnu,Kerala,11.88993,75.35652,27820
Trittala,Kerala,10.80303,76.12885,27796
Vadnagar,Gujarat,23.78593,72.63893,27790
Jaswantnagar,Uttar Pradesh,26.88271,78.90256,27777
Afzalgarh,Uttar Pradesh,29.3937,78.67393,27753
Gangapur,Maharashtra,19.69718,75.01045,27745
Mahna,Punjab,30.22798,74.99365,27733
Raipur,Uttarakhand,30.31097,78.08979,27702
Mathur,Tamil Nadu,13.17097,80.24759,27674
Tehri,Uttarakhand,30.39086,78.4803,27611
Magadi,Karnataka,12.95706,77.22374,27605
Puvatuparamba,Kerala,11.271,75.88945,27598
Baspalli,Telangana,17.53909,78.36355,27563
Mahad,Maharashtra,18.08333,73.41667,27536
Ezhupunna,Kerala,9.8211,76.29982,27528
Sankrail,West Bengal,22.54997,88.22515,27523
Waraseoni,Madhya Pradesh,21.76184,80.04301,27494
Beldanga,West Bengal,23.93428,88.26018,27489
Jiladiguda,Telangana,17.332,78.52553,27461
Sausar,Madhya Pradesh,21.65576,78.79669,27459
Moothakunnam,Kerala,10.18995,76.20079,27458
Pathirappally,Kerala,9.53539,76.32205,27445
Hadgaon,Maharashtra,19.49552,77.65863,27433
Chandrapura,Jharkhand,23.74877,86.11955,27425
Rajaldesar,Rajasthan,28.02849,74.47442,27419
Pachor,Madhya Pradesh,23.70982,76.73387,27396
Sadri,Rajasthan,25.18555,73.45288,27390
Miranpur,Uttar Pradesh,29.29026,77.94939,27390
Azhoor,Kerala,8.64415,76.79897,27390
Kullattur,Tamil Nadu,12.94194,80.19472,27374
Balussheri,Kerala,11.44738,75.82944,27363
Kalanwali,Haryana,29.83573,74.9717,27355
Kadodara,Gujarat,21.1616,72.9623,27336
Chakapara,West Bengal,22.63222,88.34861,27320
Nanminda,Kerala,11.42325,75.82308,27316
Nokha,Bihar,25.10479,84.1162,27302
Kattumannarkoil,Tamil Nadu,11.27631,79.55784,27294
Kalamb,Maharashtra,19.04437,73.95554,27287
Andippatti,Tamil Nadu,9.99797,77.62097,27287
Arumuganeri,Tamil Nadu,8.5688,78.09091,27266
Elamanchili,Andhra Pradesh,17.54907,82.85749,27265
Adichanallur,Kerala,8.88049,76.71558,27240
Laitumkhrah,Meghalaya,25.57067,91.89771,27219
Gulabpura,Rajasthan,25.90448,74.66025,27215
Pathardi,Maharashtra,19.17279,75.17425,27211
Kundarkhi,Uttar Pradesh,28.68304,78.78559,27197
Ukhrul,Manipur,25.11957,94.36417,27187
Gadhinglaj,Maharashtra,16.22291,74.3501,27185
Bilgram,Uttar Pradesh,27.17509,80.03201,27173
Ali,Delhi,28.5161,77.30993,27169
Jafarabad,Gujarat,20.86611,71.36606,27167
Bidhuna,Uttar Pradesh,26.80172,79.50829,27158
Bhelai,Chhattisgarh,22.3093,82.60953,27158
Ayakudi,Tamil Nadu,10.44992,77.55198,27156
Vettanad,Kerala,8.60587,76.94235,27140
Asandh,Haryana,29.52119,76.60552,27125
Perumpavur,Kerala,10.11544,76.47611,27105
Chanpatia,Bihar,26.94442,84.5377,27095
Afzalpur,Karnataka,17.19986,76.36018,27088
Gobindpur,Jharkhand,22.63393,86.07162,27066
Tikkotti,Kerala,11.48333,75.61667,27051
Gingee,Tamil Nadu,12.25282,79.41727,27045
Raver,Maharashtra,21.24757,76.03509,27039
Bagepalli,Karnataka,13.78338,77.79667,27011
Kotdwara,Uttarakhand,29.74612,78.52219,27009
Payakaraopeta,Andhra Pradesh,17.36784,82.56826,27001
Bhawanipur,Bihar,26.45352,87.02744,27000
Elamkunnapuzha,Kerala,10.02674,76.22229,26997
Ettumanoor,Kerala,9.67,76.57,26993
Latehar,Jharkhand,23.74423,84.49984,26981
Chengam,Tamil Nadu,12.30889,78.79137,26980
Kumarapuram,Kerala,9.27078,76.43257,26943
Margherita,Assam,27.28482,95.66796,26914
Kulasekarapuram,Kerala,9.0912,76.53034,26907
Samba,Jammu and Kashmir,32.56245,75.11993,26893
Pirthipur,Madhya Pradesh,25.20837,78.75158,26883
Vepagunta,Andhra Pradesh,17.77844,83.21577,26881
Vadipatti,Tamil Nadu,10.08481,77.96113,26830
Shenkottai,Tamil Nadu,8.97741,77.24633,26823
Edaccheri,Kerala,11.68178,75.6248,26819
Banmankhi,Bihar,25.88857,87.19421,26806
Srinivaspur,Karnataka,13.33914,78.21175,26793
Palavakkam,Tamil Nadu,12.9535,80.2572,26766
Chandur,Maharashtra,19.73444,79.17167,26755
Indapur,Maharashtra,18.3,73.25,26752
Varappuzha,Kerala,10.07589,76.27152,26750
Kemri,Uttar Pradesh,28.80673,79.2048,26726
Alattur,Kerala,10.65,76.53333,26720
Bela,Bihar,25.55707,84.43078,26707
Krishnapuram,Kerala,9.15212,76.52338,26705
Kartarpur,Punjab,31.44268,75.49847,26701
Mamidalapadu,Andhra Pradesh,15.85409,78.01481,26694
Karhal,Uttar Pradesh,27.00089,78.93935,26693
Lar,Uttar Pradesh,26.20394,83.96906,26688
Kudligi,Karnataka,14.905,76.38527,26680
Aliganj,Uttar Pradesh,27.49358,79.17127,26652
Baloda Bazar,Chhattisgarh,21.65678,82.16062,26632
Manihari,Bihar,25.33891,87.61998,26629
Kottur,Tamil Nadu,10.53646,76.98034,26627
Faizpur,Maharashtra,21.16766,75.86006,26602
Manasa,Madhya Pradesh,24.47764,75.14095,26551
Sankarapatti,Tamil Nadu,10.0477,78.74719,26536
Songadh,Gujarat,21.16966,73.56357,26515
Pauri,Uttarakhand,30.15286,78.7771,26514
Shahganj,Uttar Pradesh,26.04965,82.68423,26510
Dhrol,Gujarat,22.567,70.41769,26496
Pallippatti,Tamil Nadu,11.9399,78.40161,26492
Barwah,Madhya Pradesh,22.25394,76.03853,26459
Mauganj,Madhya Pradesh,24.66721,81.87339,26420
Bablai,Haryana,30.35729,76.879,26412
Terdal,Karnataka,16.49379,75.04667,26411
Nadbai,Rajasthan,27.22288,77.19569,26411
Kallidaikurichi,Tamil Nadu,8.68591,77.46592,26398
Taloda,Maharashtra,21.56128,74.21238,26363
Murugampalaiyam,Tamil Nadu,11.08063,77.32381,26349
Mon,Nagaland,26.73583,95.05841,26328
Kheri,Uttar Pradesh,27.90354,80.79754,26327
Bilsi,Uttar Pradesh,28.12941,78.9109,26320
Basi,Punjab,30.58813,76.84498,26295
Ayancheri,Kerala,11.62609,75.67427,26293
Kotturu,Karnataka,14.82442,76.22005,26289
Anjad,Madhya Pradesh,22.04171,75.05519,26289
Chinnalapatti,Tamil Nadu,10.28481,77.92332,26285
Narasannapeta,Andhra Pradesh,18.41428,84.04463,26280
Ongallur-II,Kerala,10.78974,76.21898,26273
Aklera,Rajasthan,24.41288,76.56719,26240
Mirganj,Bihar,26.37345,84.33489,26240
Kudlu,Kerala,12.52979,74.97881,26235
Tekkalakote,Karnataka,15.53444,76.87703,26224
Mungaoli,Madhya Pradesh,24.40837,78.09588,26192
Budhlada,Punjab,29.92799,75.56205,26172
Anuppanadi,Tamil Nadu,9.90396,78.14326,26158
Reengus,Rajasthan,27.3636,75.56838,26139
Sutrapara,Gujarat,20.84352,70.48318,26132
Kodoli,Maharashtra,17.67023,74.03469,26106
Phulera,Rajasthan,26.87401,75.24171,26091
Renigunta,Andhra Pradesh,13.65143,79.51256,26031
Basi,Rajasthan,26.8315,76.04856,26029
Khoni,Maharashtra,19.31734,73.05973,26016
Areraj,Bihar,26.5503,84.6801,26014
Muttanampalaiyam,Tamil Nadu,11.08453,77.3969,26014
Junnar,Maharashtra,19.20815,73.8752,25997
Mehsi,Bihar,26.35574,85.09251,25995
Edavai,Kerala,8.7645,76.68845,25994
Mangaldai,Assam,26.44212,92.03047,25989
Naduvannur,Kerala,11.48772,75.77511,25979
Krishnarajpet,Karnataka,12.66621,76.4877,25946
Tirawari,Haryana,29.80147,76.92825,25944
Mannachanallur,Tamil Nadu,10.90988,78.69927,25931
Periyanayakkanpalaiyam,Tamil Nadu,11.15255,76.95159,25930
Kuttikkattur,Kerala,11.26258,75.8796,25929
Jaynagar Majilpur,West Bengal,22.1752,88.42008,25922
Kailaras,Madhya Pradesh,26.30498,77.616,25920
Chipurupalle,Andhra Pradesh,18.31142,83.56846,25898
Iringal,Kerala,11.55929,75.61663,25894
Jamjodhpur,Gujarat,21.90219,70.0357,25892
Chumukedima,Nagaland,25.82483,93.77592,25885
Thodiyoor,Kerala,9.07797,76.57772,25884
Nalhati,West Bengal,24.29704,87.82899,25878
Jamul,Chhattisgarh,21.25,81.4,25878
Kaladi,Kerala,10.81942,76.0064,25872
Muhamma,Kerala,9.60886,76.36083,25861
Ponmundam,Kerala,10.95356,75.9468,25855
Mulamthuruthy,Kerala,9.90032,76.38701,25852
Gokarna,Karnataka,14.55,74.31667,25851
Ganguwa,Haryana,29.11343,75.69578,25847
Koregaon,Maharashtra,18.64573,74.05909,25846
Kandla,Gujarat,23.03333,70.21667,25845
Erannoli,Kerala,11.76913,75.51766,25818
Karkala,Karnataka,13.21428,74.99234,25800
Darwha,Maharashtra,20.31017,77.77257,25791
Chhota Udepur,Gujarat,22.30401,74.0158,25787
Avanigadda,Andhra Pradesh,16.02148,80.91808,25761
Mussoorie,Uttarakhand,30.45498,78.07068,25753
Kuttippuram,Kerala,10.84246,76.03077,25750
Jaleshwar,Odisha,21.80176,87.2225,25747
Jais,Uttar Pradesh,26.2649,81.54855,25726
Kallam,Maharashtra,18.57506,76.02186,25713
Pawayan,Uttar Pradesh,28.06626,80.10305,25708
Irugur,Tamil Nadu,11.01782,77.06285,25691
Jevargi,Karnataka,17.01394,76.77317,25686
Mechcheri,Tamil Nadu,11.83412,77.94387,25676
Silao,Bihar,25.08358,85.42804,25674
Khajuraho Group of Monuments,Madhya Pradesh,24.84809,79.93351,25662
Silapathar,Assam,27.59441,94.72402,25662
Dakor,Gujarat,22.75268,73.14967,25658
Wadgaon,Maharashtra,16.83553,74.31338,25651
Deori Khas,Madhya Pradesh,23.39017,79.0163,25632
Jandiala,Punjab,31.1593,75.61755,25631
Balakrishnapuram,Tamil Nadu,10.35909,78.00261,25627
Panayattur Vadakkumbhagam,Kerala,8.95457,76.6185,25607
Pasighat,Arunachal Pradesh,28.06631,95.32678,25581
Kheda,Gujarat,22.75218,72.68533,25575
Nagar,Rajasthan,27.42397,77.09922,25572
Viswanatham,Tamil Nadu,9.42952,77.80032,25555
Kamalapuram,Karnataka,15.30442,76.47649,25552
Poranki,Andhra Pradesh,16.47771,80.70755,25545
Parangipettai,Tamil Nadu,11.49117,79.76053,25541
Andipalayam,Tamil Nadu,11.09246,77.31225,25539
Adampur,Haryana,29.28026,75.46818,25531
Kakkanad,Kerala,10.01636,76.34168,25531
Talikkulam,Kerala,10.44036,76.09483,25507
Colonelganj,Uttar Pradesh,27.13432,81.69868,25503
Mehndawal,Uttar Pradesh,26.97579,83.10995,25495
Koelwar,Bihar,25.58055,84.79751,25494
Harur,Tamil Nadu,12.05267,78.48023,25469
Bannur,Karnataka,12.33295,76.86201,25455
Mul,Maharashtra,20.06987,79.67826,25449
Kuttampuzha,Kerala,10.15033,76.73544,25436
Karuva,Kerala,8.95003,76.59861,25432
Doraha,Punjab,30.79953,76.02355,25424
Koothanallur,Tamil Nadu,10.7199,79.5157,25423
Khategaon,Madhya Pradesh,22.59573,76.9133,25413
Nileshwar,Kerala,12.25953,75.1352,25405
Edaicode,Tamil Nadu,8.38251,77.19834,25378
Kadakkavoor,Kerala,8.67921,76.76714,25362
Haludbani,Jharkhand,22.75123,86.2099,25360
Chandor,Maharashtra,20.3306,74.24467,25341
Sundarnagar,Himachal Pradesh,31.53523,76.905,25338
Karungappalli,Kerala,9.10422,76.53701,25336
Amarpur,Bihar,25.03967,86.90247,25336
Gadkhol,Gujarat,21.64381,73.01211,25332
Banganapalle,Andhra Pradesh,15.31771,78.22669,25325
Anupshahr,Uttar Pradesh,28.35748,78.26914,25306
Chitaguppa,Karnataka,17.69737,77.21525,25298
Babra,Gujarat,21.84577,71.30544,25270
Kithor,Uttar Pradesh,28.86684,77.93861,25262
Kallur Vadakummuri,Kerala,10.25317,76.32815,25259
Machhlishahr,Uttar Pradesh,25.68564,82.41106,25247
Bagha Purana,Punjab,30.68809,75.09838,25206
Bhander,Madhya Pradesh,25.73581,78.74555,25204
Azhikkod,Kerala,11.91985,75.33549,25195
Uttiramerur,Tamil Nadu,12.61433,79.75748,25194
Dasuya,Punjab,31.81679,75.6531,25192
Gursarai,Uttar Pradesh,25.61677,79.18053,25191
Paonta Sahib,Himachal Pradesh,30.43666,77.62462,25183
Tirora,Maharashtra,21.40409,79.92617,25181
Rajgurunagar,Maharashtra,18.86667,73.9,25146
Pottaneri Nallakavundanpatti,Tamil Nadu,11.80388,77.85673,25133
Kamaruddinnagar,Delhi,28.67695,77.05372,25126
Gauripur,Assam,26.08334,89.96118,25124
Rania,Haryana,29.52454,74.83689,25123
Mugalivakkam,Tamil Nadu,13.02054,80.16528,25117
Thazhecode,Kerala,11.32258,75.97579,25116
Saiha,Mizoram,22.49183,92.98143,25110
Chinna Salem,Tamil Nadu,11.63422,78.87412,25106
Vayalar,Kerala,9.71158,76.33888,25094
Ahraura,Uttar Pradesh,25.01579,83.03294,25075
Rampachodavaram,Andhra Pradesh,17.44088,81.77558,25074
Mangrol,Rajasthan,25.33061,76.50973,25073
Shrirangapattana,Karnataka,12.42264,76.68439,25061
Kharkhauda,Haryana,28.8787,76.91069,25051
Kantai,Bihar,26.21421,85.29749,25051
Kanigiri,Andhra Pradesh,15.40555,79.50694,25045
Chengannur,Kerala,9.31575,76.61513,25043
Sohagpur,Madhya Pradesh,22.70055,78.19522,25040
Chandauli,Uttar Pradesh,25.25803,83.26825,25035
Velur,Tamil Nadu,11.10825,78.00113,25012
Paramathi Velur,Tamil Nadu,11.1916,77.9563,25012
Naubatpur,Bihar,25.49856,84.96084,25011
Sandi,Uttar Pradesh,27.28867,79.9519,25008
Padam,Ladakh,33.46659,76.88488,25000
Marayur,Kerala,10.27641,77.16205,25000
Kolasib,Mizoram,24.22388,92.67869,25000
Shiraguppi,Maharashtra,16.61875,74.70907,25000
Abu,Rajasthan,24.59365,72.71756,24981
Sadulshahar,Rajasthan,29.9087,74.17567,24980
Borawar,Rajasthan,27.02366,74.67579,24975
Marutharod,Kerala,10.7751,76.69948,24963
Gajwel,Telangana,17.84816,78.68291,24961
Devarshola,Tamil Nadu,11.54366,76.44037,24954
Kunda,Uttar Pradesh,25.71702,81.51396,24948
Sakleshpur,Karnataka,12.94119,75.78467,24931
Perundurai,Tamil Nadu,11.27564,77.58794,24930
Mundargi,Karnataka,15.20677,75.8839,24919
Machhiwara,Punjab,30.91557,76.20016,24916
Nainpur,Madhya Pradesh,22.42996,80.10561,24914
Tarana,Madhya Pradesh,23.33383,76.04253,24908
Keirao Bitra,Manipur,24.71105,93.97461,24900
Kanth,Uttar Pradesh,29.05939,78.62951,24883
Charkhari,Uttar Pradesh,25.40304,79.74877,24881
Kushtagi,Karnataka,15.75623,76.19112,24878
Churi,Jharkhand,23.65491,85.01281,24876
Vellalur,Tamil Nadu,10.97747,77.02601,24872
Sriperumbudur,Tamil Nadu,12.96763,79.94197,24864
Muthutala,Kerala,10.83544,76.15958,24861
Mahwa,Rajasthan,27.04594,76.93152,24846
Kandahar,Maharashtra,18.87312,77.19231,24843
Falna,Rajasthan,25.26743,73.23933,24839
Avilala,Andhra Pradesh,13.61106,79.4208,24839
Ghoti Budrukh,Maharashtra,19.71641,73.62821,24838
Safipur,Uttar Pradesh,26.73783,80.3435,24801
Brahmana Periya Agraharam,Tamil Nadu,11.36904,77.70633,24798
Thirunavaya,Kerala,10.87459,75.98546,24790
Anklesvar INA,Gujarat,21.61675,73.02759,24789
Kalamnuri,Maharashtra,19.67386,77.31149,24784
Kabrai,Uttar Pradesh,25.40281,79.9997,24771
Ilaiyankudi,Tamil Nadu,9.62512,78.62434,24767
Talwara,Punjab,31.9376,75.88657,24752
Firozpur Jhirka,Haryana,27.78853,76.94496,24750
Tijara,Rajasthan,27.93411,76.85541,24747
Punahana,Haryana,27.86371,77.20432,24734
Tattankuttai,Tamil Nadu,11.43518,77.72369,24708
Phillaur,Punjab,31.01887,75.79111,24688
Pakala,Andhra Pradesh,13.44903,79.11493,24680
Hinjilicut,Odisha,19.48166,84.74489,24671
Damua,Madhya Pradesh,22.19291,78.46703,24663
Ezhudesam,Tamil Nadu,8.26512,77.14212,24657
Andol,Telangana,17.81458,78.07713,24645
Shamgarh,Madhya Pradesh,24.18817,75.63903,24637
Ratanpur,Chhattisgarh,22.2866,82.16823,24636
Kodarma,Jharkhand,24.46753,85.59397,24633
Keshorai Patan,Rajasthan,25.29275,75.93948,24627
Navalgund,Karnataka,15.55877,75.35305,24613
Bholav,Gujarat,21.71974,73.01098,24605
Williamnagar,Meghalaya,25.4955,90.6168,24597
Bijbehara,Jammu and Kashmir,33.79378,75.107,24590
Gorantla,Andhra Pradesh,13.98411,77.77224,24586
Dataganj,Uttar Pradesh,28.0253,79.40819,24562
Tiruppuvanam,Tamil Nadu,9.82564,78.25795,24554
Beohari,Madhya Pradesh,24.02423,81.37831,24545
Pantheeramkavu,Kerala,11.23052,75.85178,24537
Chharra,Uttar Pradesh,27.9247,78.40102,24535
Hudkeshwar Buzurg,Maharashtra,21.08235,79.12736,24499
Pindwara,Rajasthan,24.79749,73.05505,24487
Singapur,Telangana,17.46982,78.12574,24457
Sahaspur,Uttar Pradesh,29.12125,78.62273,24452
Ugrakheri,Haryana,29.378,77.00934,24440
Kant,Uttar Pradesh,27.81049,79.79185,24430
Bhokardan,Maharashtra,20.2583,75.76997,24416
Maheshwar,Madhya Pradesh,22.17592,75.58715,24411
Thiruthuraipoondi,Tamil Nadu,10.52819,79.63268,24404
Meenambakkam,Tamil Nadu,12.98456,80.1747,24334
Chiknayakanhalli,Karnataka,13.41609,76.62063,24292
Maharajgani,Bihar,26.11017,84.50365,24282
Ayanavelikulangara Vadakku,Kerala,9.04298,76.52297,24268
Kaithoon,Rajasthan,25.12407,75.97218,24260
Denkanikota,Tamil Nadu,12.5301,77.78887,24252
Chekkiad,Kerala,11.71733,75.6419,24246
Mayang Imphal,Manipur,24.60998,93.88873,24239
Haliyal,Karnataka,15.32864,74.75638,24238
Vilankurichi,Tamil Nadu,11.07147,77.01729,24235
Rajakheri,Madhya Pradesh,23.85931,78.7852,24232
Sitarganj,Uttarakhand,28.9293,79.70436,24225
Nandgaon,Maharashtra,20.3068,74.65501,24209
Siuliban,Jharkhand,23.7486,86.78477,24202
Dharampur,Gujarat,20.53693,73.17368,24178
Sikandarpur,Uttar Pradesh,26.04327,84.05298,24177
Srisailain,Andhra Pradesh,16.07217,78.86816,24142
Barki Saria,Jharkhand,24.17594,85.88938,24134
Loha,Maharashtra,18.94484,77.11553,24125
Mhaswad,Maharashtra,17.63359,74.78773,24120
Alot,Madhya Pradesh,23.76336,75.55662,24115
Suryaraopeta,Andhra Pradesh,16.99961,82.22317,24112
Aluva,Kerala,10.10764,76.35158,24108
Hastinapur,Uttar Pradesh,29.16042,78.00762,24093
Someshvara,Karnataka,12.80351,74.86472,24066
Pacode,Tamil Nadu,8.3352,77.21361,24050
Pappakurichchi,Tamil Nadu,10.81366,78.74813,24023
Morinda,Punjab,30.79014,76.49883,24022
Diu,Dadra and Nagar Haveli and Daman and Diu,20.71405,70.98224,23991
Nabinagar,Bihar,24.60681,84.12624,23984
Dinanagar,Punjab,32.13664,75.47291,23976
Mayabandar,Andaman and Nicobar,12.90954,92.90348,23912
Kaikalapettai,Tamil Nadu,13.02194,80.12056,23910
Bazpur,Uttarakhand,29.15299,79.10814,23900
Karumandi Chellipalaiyam,Tamil Nadu,11.30191,77.58603,23868
Dalsingh Sarai,Bihar,25.66795,85.83636,23862
Makronia,Madhya Pradesh,23.84765,78.79903,23861
Savantvadi,Maharashtra,15.90413,73.82191,23851
Longowal,Punjab,30.19846,75.6819,23851
Virakeralam,Tamil Nadu,11.00772,76.91262,23841
Reoti,Uttar Pradesh,25.85091,84.3778,23819
Padiyanallur,Tamil Nadu,13.20037,80.17606,23819
Nasriganj,Bihar,25.0514,84.32839,23819
Fatehganj West,Uttar Pradesh,28.4662,79.30657,23810
Sadalgi,Karnataka,16.5587,74.53211,23790
Nasrullahganj,Madhya Pradesh,22.6837,77.27069,23788
Sarjamda,Jharkhand,22.74759,86.22573,23788
Narakal,Kerala,10.03833,76.2221,23760
Lalgudi,Tamil Nadu,10.87419,78.81935,23740
Ulundurpet,Tamil Nadu,11.69099,79.2873,23734
Lalganj,Uttar Pradesh,25.93182,81.70478,23728
Malakpur Kohi Rangpur,Delhi,28.54029,77.12075,23726
Nivari,Madhya Pradesh,25.34911,78.79974,23724
Vypin,Kerala,9.96667,76.25,23717
Muluppilagadu,Kerala,11.79788,75.45111,23709
Alwaye,Kerala,10.10649,76.35484,23703
Tisaiyanvilai,Tamil Nadu,8.33702,77.86776,23702
Srikandamangalam,Kerala,9.65941,76.36335,23681
Kutiatodu,Kerala,9.8,76.33333,23669
Pipri,Maharashtra,20.78613,78.5936,23661
Natham,Tamil Nadu,10.22776,78.22969,23660
Unnamalaikadai,Tamil Nadu,8.29957,77.24062,23656
Penugonda,Andhra Pradesh,16.65363,81.7455,23654
Balod,Chhattisgarh,20.73081,81.20578,23648
Mariani,Assam,26.65725,94.31529,23640
Qadian,Punjab,31.82198,75.37663,23632
Painkulam,Tamil Nadu,8.26023,77.17396,23630
Prantij,Gujarat,23.43605,72.84479,23596
Kulgam,Jammu and Kashmir,33.64456,75.01923,23584
Chinnur,Telangana,18.85779,79.7956,23579
Katheru,Andhra Pradesh,17.03795,81.77597,23572
Mairwa,Bihar,26.23218,84.16349,23565
Todaraisingh,Rajasthan,26.02401,75.48182,23559
Pokaran,Rajasthan,26.92007,71.91631,23554
Kumher,Rajasthan,27.31657,77.37079,23540
Sreekaryam,Kerala,8.54884,76.91716,23528
Panchla,West Bengal,22.53665,88.13785,23526
Mudkhed,Maharashtra,19.15657,77.50304,23517
Shivpur Charcha,Chhattisgarh,23.32888,82.52809,23514
Jhinjhak,Uttar Pradesh,26.56093,79.73423,23499
Pethapur,Gujarat,23.26307,72.67386,23497
Malpe,Karnataka,13.34962,74.70394,23496
Birur,Karnataka,13.59723,75.97167,23493
Mandal,Rajasthan,25.44126,74.56979,23478
Shishgarh,Uttar Pradesh,28.72928,79.31469,23471
Kuchera,Rajasthan,26.98747,73.97108,23468
Pattiyurgramam,Kerala,9.17744,76.50115,23460
Sevilimedu,Tamil Nadu,12.80826,79.68636,23454
Pawni,Maharashtra,20.79229,79.63644,23450
Manesar,Haryana,28.35311,76.94036,23448
Chhatapur,Bihar,26.21965,87.00479,23425
Tuneri,Kerala,11.69699,75.63491,23421
Urmar,Punjab,31.68137,75.63549,23419
Lonar,Maharashtra,19.98533,76.52046,23416
Pugalur,Tamil Nadu,11.07401,78.02095,23408
Ramtek,Maharashtra,21.39562,79.32725,23404
Monoharpur,West Bengal,22.10833,88.07889,23362
Injambakkam,Tamil Nadu,12.9162,80.2488,23346
Mandawa,Rajasthan,28.05541,75.14834,23335
Maharajpur,Madhya Pradesh,25.01939,79.73189,23328
Soygaon,Maharashtra,20.59606,75.61765,23320
Kalanaur,Haryana,28.82823,76.3955,23319
Chitrakoot Dham,Uttar Pradesh,25.21473,80.91645,23316
Ron,Karnataka,15.69935,75.73408,23311
Vengattur,Tamil Nadu,13.09988,79.93207,23292
Nayanakulam,Tamil Nadu,9.96115,78.13715,23284
Bewar,Uttar Pradesh,27.21869,79.29761,23280
Marampilly,Kerala,10.11383,76.44184,23272
Od,Gujarat,22.62104,73.11725,23250
Tapa,Punjab,30.29794,75.36936,23248
Vaikam,Kerala,9.74858,76.39637,23234
Kerkandi,Tamil Nadu,11.36783,76.74576,23229
Colachel,Tamil Nadu,8.17938,77.25818,23227
Bissau,Rajasthan,28.24737,75.07666,23227
Sahibganj,Bihar,26.30831,84.92695,23224
Karmala,Maharashtra,18.4077,75.19386,23199
Tharangambadi,Tamil Nadu,11.02764,79.85425,23191
Hinakallu,Karnataka,12.33042,76.60213,23162
Thiruvankulam,Kerala,9.94679,76.36662,23160
Tiruverumbur,Tamil Nadu,10.79366,78.76898,23156
Kudachi,Karnataka,16.62784,74.85408,23154
Seondha,Madhya Pradesh,26.15422,78.7812,23140
Kurduvadi,Maharashtra,18.09339,75.41567,23131
Mattigiri,Tamil Nadu,12.69795,77.80832,23129
Polasara,Odisha,19.69386,84.81401,23119
Iroopara,Kerala,8.60747,76.91494,23113
Nakur,Uttar Pradesh,29.91964,77.30438,23084
Narasingapuram,Tamil Nadu,11.60379,78.57782,23084
Palwal Rural,Haryana,28.14555,77.35132,23072
Pallikonda,Tamil Nadu,12.90518,78.9427,23067
Asifabad,Telangana,19.35851,79.28415,23059
Indargarh,Madhya Pradesh,25.9109,78.56193,23045
Sivagiri,Tamil Nadu,9.34461,77.42911,23040
Vadakkanandal,Tamil Nadu,11.7817,78.8354,23034
Ancharakandy,Kerala,11.8841,75.48501,23030
