start_city,start_state,destination_city,destination_state,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,month,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost,cost_per_km,cost_band
Tirunelveli,Tamil Nadu,Kakinada,Andhra Pradesh,1176.8,Sedan,Diesel,18.54,97.21,4,8,1,High,Cloudy,1741.84,40.0,1439.36,73.947,9711.45,8.252,Good
Tirunelveli,Tamil Nadu,Kakinada,Andhra Pradesh,1173.22,Sedan,Petrol,16.43,108.11,5,23,8,Medium,Rain,1619.71,0.0,1241.56,74.621,10618.9,9.051,Good
Tirunelveli,Tamil Nadu,Kakinada,Andhra Pradesh,1223.83,Hatchback,Petrol,16.58,105.3,3,23,7,Low,Fog,1979.49,60.0,1174.17,69.68,10007.44,8.177,Good
Tirunelveli,Tamil Nadu,Kakinada,Andhra Pradesh,1380.91,Sedan,Petrol,13.35,106.83,1,11,6,High,Clear,1572.03,0.0,1682.28,120.506,15573.74,11.278,Poor
Tirunelveli,Tamil Nadu,Kakinada,Andhra Pradesh,1292.16,Sedan,Petrol,17.26,106.24,4,14,4,Medium,Rain,2044.2,0.0,1313.7,78.233,11385.48,8.811,Good
Nanded,Maharashtra,Borivli,Maharashtra,614.22,Hatchback,Petrol,20.02,113.95,1,1,11,Low,Clear,1096.06,120.0,551.44,28.962,4855.33,7.905,Excellent
Nanded,Maharashtra,Borivli,Maharashtra,608.02,SUV,Petrol,12.32,110.17,4,9,1,High,Fog,946.98,120.0,789.06,57.495,7885.62,12.969,Poor
Nanded,Maharashtra,Borivli,Maharashtra,583.86,Sedan,Petrol,13.94,110.53,2,2,7,Medium,Fog,890.04,60.0,618.11,43.769,6197.52,10.615,Poor
Nanded,Maharashtra,Borivli,Maharashtra,538.38,Sedan,Petrol,16.61,108.79,3,22,4,Low,Clear,831.26,40.0,473.27,30.598,4617.69,8.577,Good
Nanded,Maharashtra,Borivli,Maharashtra,566.36,Sedan,Diesel,17.28,105.34,3,19,2,Low,Clear,1059.7,40.0,530.98,30.94,4815.02,8.502,Good
Tirunelveli,Tamil Nadu,Mahbubnagar,Telangana,1143.99,Sedan,Petrol,15.66,104.57,1,5,9,Low,Rain,1479.91,120.0,1050.7,68.961,9500.58,8.305,Good
Tirunelveli,Tamil Nadu,Mahbubnagar,Telangana,1115.95,SUV,Petrol,11.9,105.24,1,23,4,Low,Clear,1817.3,40.0,1069.9,88.526,12144.71,10.883,Poor
Tirunelveli,Tamil Nadu,Mahbubnagar,Telangana,1063.37,SUV,Petrol,9.85,109.84,2,3,7,High,Fog,1081.19,0.0,1405.19,125.769,15882.11,14.936,Poor
Tirunelveli,Tamil Nadu,Mahbubnagar,Telangana,1112.01,Sedan,Petrol,13.36,105.11,5,7,1,Low,Cloudy,1581.26,60.0,980.33,78.573,10645.22,9.573,Average
Tirunelveli,Tamil Nadu,Mahbubnagar,Telangana,1181.79,Sedan,CNG,15.97,84.47,4,16,12,Low,Clear,1445.54,120.0,1107.66,69.857,8258.67,6.988,Excellent
Aurangabad,Bihar,Gaya,Bihar,78.45,Sedan,Petrol,15.73,109.39,4,5,8,High,Rain,99.33,0.0,97.87,5.81,796.18,10.149,Average
Aurangabad,Bihar,Gaya,Bihar,82.21,Sedan,Diesel,18.72,101.83,3,4,3,Low,Clear,130.58,80.0,76.13,4.146,693.48,8.435,Good
Aurangabad,Bihar,Gaya,Bihar,76.03,Sedan,Diesel,18.4,100.46,5,21,1,Low,Cloudy,119.72,150.0,71.9,3.901,715.07,9.405,Average
Aurangabad,Bihar,Gaya,Bihar,71.58,SUV,Diesel,11.55,98.58,1,22,6,Low,Rain,108.65,40.0,67.56,5.85,789.36,11.028,Poor
Aurangabad,Bihar,Gaya,Bihar,84.77,Sedan,Diesel,16.53,98.8,1,19,9,High,Cloudy,91.09,150.0,107.35,5.974,888.64,10.483,Poor
Shivaji Nagar,Maharashtra,Surat,Gujarat,378.17,Sedan,Petrol,15.94,108.91,1,1,10,Medium,Clear,623.73,0.0,419.85,24.792,3584.94,9.48,Average
Shivaji Nagar,Maharashtra,Surat,Gujarat,350.32,Sedan,Petrol,13.56,108.01,1,23,4,Low,Clear,562.65,40.0,314.84,24.388,3467.12,9.897,Average
Shivaji Nagar,Maharashtra,Surat,Gujarat,357.53,Sedan,Diesel,15.74,105.94,2,20,7,Medium,Clear,446.93,40.0,361.27,23.737,3257.06,9.11,Average
Shivaji Nagar,Maharashtra,Surat,Gujarat,396.82,Hatchback,Petrol,18.37,111.32,5,16,7,Medium,Rain,480.85,80.0,399.25,22.574,3292.96,8.298,Good
Shivaji Nagar,Maharashtra,Surat,Gujarat,403.92,SUV,Diesel,13.01,101.87,4,19,6,High,Rain,356.61,0.0,497.68,36.17,4339.97,10.745,Poor
Amritsar,Punjab,Gangapur,Rajasthan,636.61,SUV,Diesel,13.29,95.09,1,10,3,Medium,Cloudy,561.27,40.0,650.01,50.057,5902.51,9.272,Average
Amritsar,Punjab,Gangapur,Rajasthan,741.5,Hatchback,Petrol,19.24,105.54,1,18,2,High,Clear,969.1,80.0,923.87,44.899,6169.18,8.32,Good
Amritsar,Punjab,Gangapur,Rajasthan,710.06,Hatchback,Petrol,14.82,107.1,4,22,4,Low,Clear,1052.73,60.0,675.87,45.229,6404.72,9.02,Good
Amritsar,Punjab,Gangapur,Rajasthan,685.56,Sedan,Diesel,18.37,97.86,2,5,3,Low,Clear,964.95,80.0,656.06,35.23,5033.85,7.343,Excellent
Amritsar,Punjab,Gangapur,Rajasthan,652.65,Sedan,Diesel,19.16,95.95,5,6,1,Medium,Cloudy,736.72,80.0,704.35,35.596,4596.07,7.042,Excellent
Patna,Bihar,Unnao,Uttar Pradesh,600.95,Sedan,CNG,12.71,84.79,4,8,1,Low,Clear,577.95,0.0,559.33,44.634,4716.11,7.848,Excellent
Patna,Bihar,Unnao,Uttar Pradesh,595.39,SUV,Petrol,13.34,106.74,4,6,3,Low,Fog,733.92,0.0,562.78,42.133,5645.29,9.482,Average
Patna,Bihar,Unnao,Uttar Pradesh,565.66,Hatchback,CNG,14.2,83.77,4,17,8,High,Rain,905.64,40.0,711.81,46.408,5203.44,9.199,Average
Patna,Bihar,Unnao,Uttar Pradesh,574.82,Hatchback,Petrol,20.77,106.15,3,9,1,High,Clear,634.93,150.0,746.58,32.242,4576.35,7.961,Excellent
Patna,Bihar,Unnao,Uttar Pradesh,586.04,SUV,Diesel,15.64,101.15,2,1,1,Low,Clear,603.01,150.0,553.42,35.372,4873.7,8.316,Good
Raigarh,Chhattisgarh,Amaravati,Andhra Pradesh,815.0,Hatchback,Diesel,18.45,97.86,3,9,12,Medium,Clear,1333.05,120.0,822.57,46.161,6352.51,7.794,Excellent
Raigarh,Chhattisgarh,Amaravati,Andhra Pradesh,869.6,Hatchback,Diesel,16.03,101.09,4,1,1,Low,Clear,1498.3,80.0,818.82,51.21,7191.83,8.27,Good
Raigarh,Chhattisgarh,Amaravati,Andhra Pradesh,877.41,SUV,Diesel,11.99,99.55,2,22,11,Low,Clear,1391.76,60.0,803.79,69.08,8940.9,10.19,Average
Raigarh,Chhattisgarh,Amaravati,Andhra Pradesh,777.85,Hatchback,CNG,14.94,86.16,3,6,1,Medium,Fog,1062.24,0.0,806.36,54.408,6246.22,8.03,Good
Raigarh,Chhattisgarh,Amaravati,Andhra Pradesh,779.55,SUV,Diesel,11.12,97.52,5,1,8,Low,Clear,1387.79,120.0,697.62,66.178,8721.59,11.188,Poor
Hanumangarh,Rajasthan,Jalandhar,Punjab,269.58,Hatchback,CNG,17.32,87.12,2,10,5,Medium,Clear,225.95,80.0,280.66,16.265,1878.28,6.967,Excellent
Hanumangarh,Rajasthan,Jalandhar,Punjab,307.41,Hatchback,Diesel,18.08,103.68,3,4,8,Medium,Rain,254.41,120.0,332.87,17.768,2417.62,7.864,Excellent
Hanumangarh,Rajasthan,Jalandhar,Punjab,261.13,Hatchback,Diesel,21.17,102.43,2,18,1,High,Fog,512.72,120.0,339.93,14.37,2252.86,8.627,Good
Hanumangarh,Rajasthan,Jalandhar,Punjab,280.46,Sedan,Petrol,14.52,108.55,4,6,2,Medium,Fog,268.34,120.0,300.31,20.185,2799.92,9.983,Average
Hanumangarh,Rajasthan,Jalandhar,Punjab,274.67,Hatchback,Diesel,21.55,101.51,2,17,1,Medium,Clear,287.02,150.0,299.04,13.319,1964.14,7.151,Excellent
Ahilyanagar,Maharashtra,Junagadh,Gujarat,614.56,Sedan,CNG,14.69,88.42,2,10,5,High,Clear,580.39,60.0,776.37,48.738,5420.54,8.82,Good
Ahilyanagar,Maharashtra,Junagadh,Gujarat,693.48,Hatchback,Diesel,18.71,104.28,1,13,12,Medium,Clear,597.77,80.0,735.95,38.733,5086.72,7.335,Excellent
Ahilyanagar,Maharashtra,Junagadh,Gujarat,701.23,Sedan,Diesel,19.92,106.23,4,13,3,Low,Cloudy,1082.35,150.0,662.61,33.231,5263.7,7.506,Excellent
Ahilyanagar,Maharashtra,Junagadh,Gujarat,623.0,Sedan,Petrol,14.51,114.13,1,18,6,High,Rain,862.34,60.0,816.5,50.02,7126.12,11.438,Poor
Ahilyanagar,Maharashtra,Junagadh,Gujarat,659.24,Hatchback,CNG,18.84,89.56,2,23,12,Low,Clear,1386.28,80.0,633.27,33.032,4730.23,7.175,Excellent
Chas,Jharkhand,Vizianagaram,Andhra Pradesh,866.38,Sedan,Diesel,19.85,97.39,4,16,5,Medium,Cloudy,1123.34,150.0,896.19,45.61,6210.3,7.168,Excellent
Chas,Jharkhand,Vizianagaram,Andhra Pradesh,768.66,Hatchback,Petrol,20.37,107.44,2,16,7,Medium,Cloudy,627.65,0.0,835.57,39.433,5277.82,6.866,Excellent
Chas,Jharkhand,Vizianagaram,Andhra Pradesh,805.51,SUV,Petrol,14.37,104.64,4,19,5,High,Clear,1347.36,0.0,1067.17,65.304,8762.58,10.878,Poor
Chas,Jharkhand,Vizianagaram,Andhra Pradesh,808.47,Sedan,Petrol,18.07,106.9,5,17,8,High,Fog,1059.55,0.0,991.05,52.123,7245.67,8.962,Good
Chas,Jharkhand,Vizianagaram,Andhra Pradesh,825.15,Hatchback,Petrol,19.09,107.35,4,1,6,Low,Fog,1043.95,80.0,754.57,40.804,5928.33,7.185,Excellent
Kadapa,Andhra Pradesh,Ahilyanagar,Maharashtra,730.2,Hatchback,Diesel,16.41,103.9,2,23,1,Medium,Clear,739.19,80.0,770.29,46.5,5997.86,8.214,Good
Kadapa,Andhra Pradesh,Ahilyanagar,Maharashtra,893.97,Hatchback,Petrol,17.58,111.58,4,17,3,High,Clear,1359.82,0.0,1132.85,59.242,8425.43,9.425,Average
Kadapa,Andhra Pradesh,Ahilyanagar,Maharashtra,796.01,SUV,Diesel,12.19,106.4,1,1,3,Low,Cloudy,1629.73,40.0,717.39,61.643,8917.39,11.203,Poor
Kadapa,Andhra Pradesh,Ahilyanagar,Maharashtra,887.45,Sedan,CNG,11.97,91.46,1,1,11,Medium,Rain,1444.37,40.0,943.69,77.476,9074.88,10.226,Average
Kadapa,Andhra Pradesh,Ahilyanagar,Maharashtra,706.14,Sedan,Petrol,17.56,111.63,4,12,2,Medium,Cloudy,1064.45,0.0,732.41,42.023,6284.53,8.9,Good
Saharsa,Bihar,Panihati,West Bengal,469.14,Hatchback,Petrol,16.12,110.04,1,3,12,Medium,Fog,698.88,120.0,490.28,30.413,4467.76,9.523,Average
Saharsa,Bihar,Panihati,West Bengal,494.89,Hatchback,Petrol,17.5,109.38,3,4,8,Low,Clear,637.54,80.0,466.05,26.696,3895.75,7.872,Excellent
Saharsa,Bihar,Panihati,West Bengal,497.84,SUV,CNG,11.34,87.14,3,19,5,Medium,Cloudy,523.61,150.0,504.73,45.877,5016.39,10.076,Average
Saharsa,Bihar,Panihati,West Bengal,478.83,Sedan,CNG,12.61,87.89,3,23,2,Low,Clear,577.37,150.0,420.79,35.846,4213.38,8.799,Good
Saharsa,Bihar,Panihati,West Bengal,436.14,Sedan,Petrol,16.15,110.12,3,6,6,Low,Rain,631.12,40.0,417.75,25.493,3825.88,8.772,Good
Bangaon,West Bengal,Puri,Odisha,582.72,Sedan,Diesel,17.42,104.08,5,23,2,Low,Rain,626.97,120.0,539.76,31.578,4433.96,7.609,Excellent
Bangaon,West Bengal,Puri,Odisha,645.08,Hatchback,Diesel,16.23,107.11,4,18,8,High,Cloudy,733.61,40.0,789.64,46.304,6087.18,9.436,Average
Bangaon,West Bengal,Puri,Odisha,566.75,SUV,Petrol,9.95,115.36,1,21,5,Medium,Rain,1117.13,40.0,581.74,59.523,8546.24,15.079,Poor
Bangaon,West Bengal,Puri,Odisha,500.44,SUV,Diesel,11.85,105.66,5,5,11,Low,Cloudy,810.64,60.0,448.83,39.866,5446.53,10.883,Poor
Bangaon,West Bengal,Puri,Odisha,576.86,SUV,Diesel,13.65,105.08,2,16,2,Medium,Cloudy,822.84,80.0,582.49,44.163,6035.43,10.463,Average
Sirsa,Haryana,Chandigarh,Chandigarh,286.83,Hatchback,Petrol,17.77,105.27,3,14,2,Low,Clear,298.74,150.0,260.32,15.237,2228.27,7.769,Excellent
Sirsa,Haryana,Chandigarh,Chandigarh,296.71,Hatchback,Diesel,20.97,96.24,5,21,4,Low,Rain,452.68,40.0,276.29,13.357,1914.76,6.453,Excellent
Sirsa,Haryana,Chandigarh,Chandigarh,278.06,Hatchback,Petrol,19.74,105.34,4,7,2,Medium,Clear,160.71,40.0,296.77,14.72,1933.3,6.953,Excellent
Sirsa,Haryana,Chandigarh,Chandigarh,254.1,Sedan,Diesel,17.98,97.63,4,6,3,Low,Fog,238.11,120.0,235.65,13.341,1861.03,7.324,Excellent
Sirsa,Haryana,Chandigarh,Chandigarh,274.71,Hatchback,Petrol,18.4,106.58,3,8,2,Low,Cloudy,210.71,60.0,254.59,14.094,1944.33,7.078,Excellent
Punasa,Madhya Pradesh,Dohad,Gujarat,296.11,Hatchback,Petrol,20.6,114.31,4,0,9,Low,Rain,394.83,150.0,259.06,13.569,2293.92,7.747,Excellent
Punasa,Madhya Pradesh,Dohad,Gujarat,284.86,Sedan,Diesel,14.67,104.1,2,12,2,Medium,Clear,514.25,150.0,310.28,20.292,2971.3,10.431,Average
Punasa,Madhya Pradesh,Dohad,Gujarat,288.96,Hatchback,CNG,15.26,90.4,4,3,12,Low,Fog,568.98,60.0,273.92,17.875,2415.52,8.359,Good
Punasa,Madhya Pradesh,Dohad,Gujarat,255.12,Hatchback,Petrol,16.28,112.37,4,14,9,High,Clear,330.54,60.0,322.37,18.256,2593.48,10.166,Average
Punasa,Madhya Pradesh,Dohad,Gujarat,299.4,Sedan,Diesel,14.86,105.93,2,18,1,High,Fog,404.31,40.0,394.94,23.472,3163.27,10.565,Poor
Moradabad,Uttar Pradesh,Muktsar,Punjab,607.91,Hatchback,Petrol,19.88,102.06,4,13,11,Medium,Rain,631.79,120.0,643.85,31.955,4319.04,7.105,Excellent
Moradabad,Uttar Pradesh,Muktsar,Punjab,568.76,SUV,Diesel,12.02,94.23,3,19,9,High,Rain,388.64,40.0,718.52,55.125,6048.84,10.635,Poor
Moradabad,Uttar Pradesh,Muktsar,Punjab,559.5,SUV,Petrol,9.82,101.41,3,6,2,Medium,Clear,444.46,150.0,572.79,59.539,7141.77,12.765,Poor
Moradabad,Uttar Pradesh,Muktsar,Punjab,605.14,Sedan,CNG,15.48,82.83,3,18,2,High,Clear,638.28,40.0,792.32,45.542,4844.3,8.005,Good
Moradabad,Uttar Pradesh,Muktsar,Punjab,495.89,Hatchback,Diesel,20.57,94.68,4,7,8,Medium,Rain,805.12,80.0,546.55,25.192,3599.46,7.259,Excellent
Rajkot,Gujarat,Bikaner,Rajasthan,889.47,Hatchback,Diesel,20.12,100.22,3,3,12,Low,Cloudy,1456.66,80.0,857.78,41.733,6211.68,6.984,Excellent
Rajkot,Gujarat,Bikaner,Rajasthan,919.41,SUV,Petrol,9.49,107.36,3,23,4,Low,Fog,1710.57,60.0,839.95,91.457,12303.08,13.381,Poor
Rajkot,Gujarat,Bikaner,Rajasthan,805.99,SUV,Diesel,13.93,97.19,1,22,8,High,Clear,1466.76,40.0,990.48,67.407,8780.44,10.894,Poor
Rajkot,Gujarat,Bikaner,Rajasthan,886.79,Hatchback,Diesel,21.83,99.85,3,9,5,Medium,Clear,1359.45,150.0,908.12,42.451,6283.43,7.086,Excellent
Rajkot,Gujarat,Bikaner,Rajasthan,757.98,Hatchback,Petrol,15.78,104.75,3,11,4,High,Clear,1037.18,0.0,952.65,55.96,7291.1,9.619,Average
Guna,Madhya Pradesh,Udaipur,Rajasthan,518.03,Hatchback,Diesel,19.42,105.54,2,5,2,Low,Clear,985.87,40.0,481.45,25.181,3980.42,7.684,Excellent
Guna,Madhya Pradesh,Udaipur,Rajasthan,469.84,Sedan,Petrol,16.41,112.79,2,6,6,Medium,Fog,588.67,120.0,478.4,29.92,4355.06,9.269,Average
Guna,Madhya Pradesh,Udaipur,Rajasthan,479.92,Sedan,CNG,14.62,90.83,5,5,2,Low,Clear,901.96,40.0,460.68,30.988,4089.05,8.52,Good
Guna,Madhya Pradesh,Udaipur,Rajasthan,457.47,Hatchback,Petrol,14.68,112.96,4,18,10,High,Clear,558.99,150.0,584.5,36.305,5069.7,11.082,Poor
Guna,Madhya Pradesh,Udaipur,Rajasthan,389.88,Hatchback,Diesel,16.62,106.39,5,1,9,Low,Cloudy,599.44,80.0,370.99,22.145,3220.49,8.26,Good
Deesa,Gujarat,Vadodara,Gujarat,293.31,Hatchback,Petrol,14.53,106.67,3,1,2,Medium,Clear,124.26,0.0,311.6,21.095,2512.89,8.567,Good
Deesa,Gujarat,Vadodara,Gujarat,299.08,Hatchback,Diesel,19.14,95.57,1,20,5,High,Clear,243.0,80.0,365.62,18.204,2231.16,7.46,Excellent
Deesa,Gujarat,Vadodara,Gujarat,301.31,Hatchback,Diesel,22.71,96.91,5,17,5,High,Clear,362.67,150.0,390.23,15.457,2196.54,7.29,Excellent
Deesa,Gujarat,Vadodara,Gujarat,329.15,Hatchback,Diesel,21.41,94.74,3,7,12,Medium,Clear,524.86,80.0,331.54,16.065,2337.55,7.102,Excellent
Deesa,Gujarat,Vadodara,Gujarat,276.21,SUV,Diesel,14.38,96.45,4,5,12,Medium,Fog,335.78,150.0,285.14,20.072,2608.71,9.445,Average
Bharatpur,Rajasthan,Hathras,Uttar Pradesh,82.0,SUV,CNG,12.36,86.37,4,5,6,Medium,Clear,101.93,80.0,90.87,6.933,852.54,10.397,Average
Bharatpur,Rajasthan,Hathras,Uttar Pradesh,86.26,Hatchback,Petrol,19.03,108.56,4,20,7,Medium,Rain,90.31,120.0,94.55,4.737,782.75,9.074,Average
Bharatpur,Rajasthan,Hathras,Uttar Pradesh,92.71,Sedan,Diesel,15.42,101.87,3,3,4,Low,Rain,147.99,0.0,88.03,5.676,779.5,8.408,Good
Bharatpur,Rajasthan,Hathras,Uttar Pradesh,76.37,Sedan,Diesel,19.67,105.22,5,13,10,Medium,Clear,92.69,0.0,81.69,4.057,577.07,7.556,Excellent
Bharatpur,Rajasthan,Hathras,Uttar Pradesh,86.87,SUV,Petrol,10.34,109.39,3,7,10,Low,Clear,142.53,150.0,76.54,7.931,1244.59,14.327,Poor
Sultanpur,Uttar Pradesh,Lakhimpur,Uttar Pradesh,262.92,Sedan,Petrol,13.42,101.35,4,22,8,High,Rain,261.19,60.0,316.64,22.824,2782.14,10.582,Poor
Sultanpur,Uttar Pradesh,Lakhimpur,Uttar Pradesh,293.53,Sedan,Petrol,16.75,104.84,3,11,9,High,Cloudy,467.56,60.0,364.25,20.416,2888.71,9.841,Average
Sultanpur,Uttar Pradesh,Lakhimpur,Uttar Pradesh,299.98,Hatchback,Diesel,17.0,97.82,3,7,10,High,Clear,324.07,60.0,397.01,20.557,2585.63,8.619,Good
Sultanpur,Uttar Pradesh,Lakhimpur,Uttar Pradesh,264.22,Hatchback,Diesel,22.57,97.2,1,8,9,High,Rain,533.59,60.0,330.66,13.638,2069.2,7.831,Excellent
Sultanpur,Uttar Pradesh,Lakhimpur,Uttar Pradesh,277.4,SUV,Petrol,11.58,102.11,1,19,11,High,Clear,273.84,40.0,357.09,27.908,3418.74,12.324,Poor
Palwal,Haryana,Bhiwadi,Rajasthan,63.11,Sedan,Petrol,14.33,103.72,2,20,10,High,Clear,60.65,40.0,80.42,5.131,672.49,10.656,Poor
Palwal,Haryana,Bhiwadi,Rajasthan,51.62,Hatchback,Diesel,22.78,97.23,4,9,3,Medium,Clear,81.76,120.0,52.67,2.368,457.41,8.861,Good
Palwal,Haryana,Bhiwadi,Rajasthan,55.44,Hatchback,Diesel,20.61,99.34,2,14,1,Medium,Fog,87.84,80.0,60.47,2.811,483.24,8.716,Good
Palwal,Haryana,Bhiwadi,Rajasthan,62.92,Hatchback,CNG,19.47,82.29,5,18,11,High,Clear,58.58,150.0,79.28,3.765,561.37,8.922,Good
Palwal,Haryana,Bhiwadi,Rajasthan,52.58,Hatchback,CNG,16.9,80.62,3,20,1,High,Clear,65.08,0.0,63.49,3.625,387.23,7.365,Excellent
Chilakalurupet,Andhra Pradesh,Chittoor,Andhra Pradesh,410.22,SUV,Petrol,12.71,112.12,2,23,2,Low,Cloudy,553.23,0.0,358.56,30.468,4330.62,10.557,Poor
Chilakalurupet,Andhra Pradesh,Chittoor,Andhra Pradesh,411.16,Sedan,Petrol,16.64,111.66,1,1,12,Medium,Clear,442.28,60.0,426.12,25.821,3640.53,8.854,Good
Chilakalurupet,Andhra Pradesh,Chittoor,Andhra Pradesh,441.4,Hatchback,CNG,19.29,90.46,3,3,8,Low,Rain,773.81,40.0,402.9,21.601,3016.65,6.834,Excellent
Chilakalurupet,Andhra Pradesh,Chittoor,Andhra Pradesh,424.67,SUV,Diesel,12.73,104.48,3,20,12,Medium,Cloudy,814.51,60.0,452.24,34.861,4916.42,11.577,Poor
Chilakalurupet,Andhra Pradesh,Chittoor,Andhra Pradesh,411.44,Hatchback,Petrol,19.98,116.09,2,11,3,High,Clear,872.28,40.0,520.64,23.99,3890.32,9.455,Average
Navsari,Gujarat,Navi Mumbai,Maharashtra,261.08,Hatchback,Petrol,20.64,107.88,3,14,3,Medium,Cloudy,411.3,80.0,271.83,13.218,2072.74,7.939,Excellent
Navsari,Gujarat,Navi Mumbai,Maharashtra,226.29,Hatchback,Diesel,21.58,99.55,2,2,3,Medium,Clear,244.22,120.0,242.39,10.958,1609.62,7.113,Excellent
Navsari,Gujarat,Navi Mumbai,Maharashtra,280.48,Sedan,Petrol,13.86,106.61,4,12,3,Low,Cloudy,299.53,40.0,268.29,19.103,2562.86,9.137,Average
Navsari,Gujarat,Navi Mumbai,Maharashtra,268.34,SUV,Petrol,11.31,102.58,3,5,3,Low,Clear,354.09,40.0,249.63,22.397,2886.38,10.756,Poor
Navsari,Gujarat,Navi Mumbai,Maharashtra,266.48,Sedan,CNG,14.47,80.72,3,9,5,Medium,Clear,224.48,120.0,285.34,19.245,2098.89,7.876,Excellent
Beed,Maharashtra,Eluru,Andhra Pradesh,829.24,Sedan,Petrol,14.52,113.78,5,18,1,Medium,Cloudy,996.34,40.0,905.22,59.68,8368.8,10.092,Average
Beed,Maharashtra,Eluru,Andhra Pradesh,749.91,Hatchback,Petrol,14.71,110.98,2,16,9,Low,Cloudy,902.73,80.0,720.24,48.125,6763.2,9.019,Good
Beed,Maharashtra,Eluru,Andhra Pradesh,795.59,SUV,Petrol,10.31,109.72,4,11,8,Medium,Rain,389.95,60.0,814.63,80.639,9866.76,12.402,Poor
Beed,Maharashtra,Eluru,Andhra Pradesh,825.03,Sedan,Diesel,14.53,102.31,1,0,4,Medium,Clear,1075.52,150.0,846.35,59.336,7779.02,9.429,Average
Beed,Maharashtra,Eluru,Andhra Pradesh,773.0,Hatchback,Diesel,22.35,101.84,5,8,10,Low,Clear,772.73,80.0,692.07,32.649,4669.63,6.041,Excellent
Bhayandar,Maharashtra,Suriapet,Telangana,935.85,SUV,Diesel,14.18,103.38,1,23,1,Low,Clear,986.2,40.0,838.87,62.302,8405.98,8.982,Good
Bhayandar,Maharashtra,Suriapet,Telangana,921.88,Sedan,Diesel,18.56,103.51,1,13,3,Medium,Fog,1650.61,120.0,938.43,51.905,7896.46,8.566,Good
Bhayandar,Maharashtra,Suriapet,Telangana,1013.56,Sedan,Petrol,15.17,112.26,4,10,11,Low,Cloudy,1584.33,80.0,897.62,63.072,9360.42,9.235,Average
Bhayandar,Maharashtra,Suriapet,Telangana,849.33,Sedan,Petrol,17.11,108.42,1,3,9,Low,Rain,1222.49,60.0,754.45,46.86,6957.7,8.192,Good
Bhayandar,Maharashtra,Suriapet,Telangana,986.32,Sedan,Diesel,14.64,106.15,4,22,3,Medium,Clear,814.28,60.0,1083.81,70.403,9057.81,9.183,Average
Valsad,Gujarat,Palanpur,Gujarat,515.43,Sedan,Petrol,13.18,104.66,3,7,6,Medium,Rain,944.06,150.0,547.9,40.867,5747.83,11.152,Poor
Valsad,Gujarat,Palanpur,Gujarat,458.82,Sedan,Petrol,15.89,104.28,2,5,2,Low,Clear,684.81,150.0,437.43,27.258,4054.04,8.836,Good
Valsad,Gujarat,Palanpur,Gujarat,517.8,Sedan,Diesel,16.38,99.06,2,10,1,Medium,Fog,514.53,150.0,529.43,33.034,4237.99,8.185,Good
Valsad,Gujarat,Palanpur,Gujarat,547.9,Hatchback,Petrol,18.33,102.63,4,7,3,Medium,Cloudy,686.08,40.0,596.92,31.236,4207.43,7.679,Excellent
Valsad,Gujarat,Palanpur,Gujarat,479.96,Sedan,Diesel,14.97,96.58,4,7,2,Medium,Clear,753.1,150.0,487.21,33.504,4419.16,9.207,Average
Ooty,Tamil Nadu,Kadapa,Andhra Pradesh,531.96,Hatchback,Petrol,18.28,105.36,4,17,10,Medium,Cloudy,534.41,80.0,586.65,30.41,4113.44,7.733,Excellent
Ooty,Tamil Nadu,Kadapa,Andhra Pradesh,539.28,SUV,Petrol,10.61,107.68,3,12,8,Medium,Cloudy,670.88,80.0,549.31,53.115,6969.1,12.923,Poor
Ooty,Tamil Nadu,Kadapa,Andhra Pradesh,474.15,SUV,Petrol,12.27,110.4,1,9,4,Medium,Clear,544.94,0.0,510.22,40.382,5469.67,11.536,Poor
Ooty,Tamil Nadu,Kadapa,Andhra Pradesh,477.14,Sedan,Petrol,16.41,108.67,1,19,2,Medium,Clear,817.4,0.0,483.22,30.385,4422.07,9.268,Average
Ooty,Tamil Nadu,Kadapa,Andhra Pradesh,499.14,SUV,Petrol,13.81,106.28,2,8,1,Medium,Cloudy,715.7,80.0,543.65,37.77,5298.55,10.615,Poor
Raigarh,Chhattisgarh,Bali,West Bengal,617.85,Sedan,Diesel,17.83,101.77,1,2,10,Medium,Clear,735.33,40.0,622.82,36.212,4831.08,7.819,Excellent
Raigarh,Chhattisgarh,Bali,West Bengal,579.34,SUV,Diesel,10.99,100.61,2,16,2,Medium,Clear,735.04,150.0,592.1,55.087,6924.64,11.953,Poor
Raigarh,Chhattisgarh,Bali,West Bengal,654.29,Hatchback,Diesel,20.69,99.22,5,20,9,High,Rain,1248.94,150.0,806.57,36.841,5427.95,8.296,Good
Raigarh,Chhattisgarh,Bali,West Bengal,621.03,Hatchback,Petrol,16.29,110.07,2,20,9,High,Clear,328.48,80.0,791.68,44.414,5631.39,9.068,Average
Raigarh,Chhattisgarh,Bali,West Bengal,599.14,Hatchback,Petrol,19.11,106.66,4,11,10,Medium,Clear,697.03,150.0,645.41,32.763,4633.85,7.734,Excellent
Chittorgarh,Rajasthan,Mandsaur,Madhya Pradesh,135.07,Hatchback,Diesel,18.62,104.06,3,0,11,Low,Rain,211.23,0.0,126.26,6.848,989.98,7.329,Excellent
