a,b,road_km
Aligarh,Indore,712.339
Aligarh,Jabalpur,668.748
Aligarh,Jaipur,283.800
Aligarh,Jalandhar,511.047
Aligarh,Jalgaon,1005.690
Aligarh,Jammu,729.586
Aligarh,Jamnagar,1184.803
Aligarh,Jamshedpur,1167.242
Aligarh,Jhansi,324.340
Aligarh,Jodhpur,616.241
Aligarh,Kakinada,1674.293
Aligarh,Kalaburagi,1530.568
Aligarh,Kanpur,303.856
Aligarh,Karnal,262.131
Aligarh,Karur,2298.681
Aligarh,Kochi,2401.424
Aligarh,Kolhapur,1521.470
Aligarh,Kolkata,1303.632
Aligarh,Kollam,2541.703
Aligarh,Korba,1103.653
Aligarh,Kota,447.394
Aligarh,Kozhikode,2276.602
Aligarh,Kurnool,1640.604
Aligarh,Latur,1390.790
Aligarh,Lucknow,331.073
Aligarh,Ludhiana,451.140
Aligarh,Madurai,2441.218
Aligarh,Mangaluru,2035.319
Aligarh,Mathura,62.274
Aligarh,Meerut,138.875
Aligarh,Moradabad,160.693
Aligarh,Mumbai,1311.955
Aligarh,Muzaffarnagar,195.618
Aligarh,Muzaffarpur,846.858
Aligarh,Mysuru,2069.380
Aligarh,Nagercoil,2657.088
Aligarh,Nagpur,912.559
Aligarh,Nanded,1249.724
Aligarh,Nashik,1126.629
Aligarh,Nellore,1821.440
Aligarh,Pathankot,621.940
Aligarh,Patiala,394.762
Aligarh,Patna,839.126
Aligarh,Prayagraj,521.230
Aligarh,Puducherry,2163.817
Aligarh,Pune,1312.979
Aligarh,Purnia,1093.193
Aligarh,Raipur,1025.342
Aligarh,Rajamahendravaram,1649.208
Aligarh,Rajapalayam,2524.179
Aligarh,Rajkot,1168.838
Aligarh,Ranchi,1046.457
Aligarh,Ratlam,661.001
Aligarh,Rewa,645.957
Aligarh,Rohtak,226.513
Aligarh,Rourkela,1215.017
Aligarh,Saharanpur,269.408
Aligarh,Salem,2206.086
Aligarh,Sambalpur,1184.736
Aligarh,Satna,593.876
Aligarh,Saugor,526.301
Aligarh,Shillong,1711.402
Aligarh,Shimla,493.550
Aligarh,Shivamogga,1883.549
Aligarh,Sholapur,1426.239
Aligarh,Silchar,1886.760
Aligarh,Siliguri,1203.408
Aligarh,Sitapur,326.037
Aligarh,Sonipat,185.267
Aligarh,Srinagar,929.355
Aligarh,Surat,1052.160
Aligarh,Thanjavur,2307.318
Aligarh,Thiruvananthapuram,2613.059
Aligarh,Thrissur,2331.981
Aligarh,Tiruchirappalli,2340.394
Aligarh,Tirunelveli,2575.725
Aligarh,Tirupati,1959.031
Aligarh,Tiruppur,2301.883
Aligarh,Tumkur,1943.564
Aligarh,Udaipur,660.059
Aligarh,Udupi,1982.389
Aligarh,Ujjain,656.218
Aligarh,Vadodara,916.239
Aligarh,Varanasi,636.769
Aligarh,Vellore,2036.509
Aligarh,Vijayawada,1602.088
Aligarh,Visakhapatnam,1604.609
Aligarh,Warangal,1355.270
Alwar,Amravati,972.098
Alwar,Amritsar,591.167
Alwar,Anantapur,1746.458
Alwar,Arrah,947.915
Alwar,Aurangabad,917.795
Alwar,Azamgarh,758.889
Alwar,Ballari,1646.562
Alwar,Bareilly,329.576
Alwar,Bathinda,481.094
Alwar,Begusarai,1119.585
Alwar,Belagavi,1494.946
Alwar,Bengaluru,1904.250
Alwar,Bhagalpur,1223.707
Alwar,Bhopal,644.971
Alwar,Bhubaneswar,1568.989
Alwar,Bikaner,410.075
Alwar,Bilaspur,1033.311
Alwar,Brahmapur,1596.759
Alwar,Chandigarh,424.862
Alwar,Chennai,2080.450
Alwar,Coimbatore,2152.241
Alwar,Darbhanga,1065.428
Alwar,Davangere,1697.848
Alwar,Dehradun,391.197
Alwar,Delhi,173.142
Alwar,Deoghar,1225.789
Alwar,Dhanbad,1164.604
Alwar,Dibrugarh,2195.958
Alwar,Dindigul,2264.618
Alwar,Durgapur,1261.442
Alwar,Erode,2148.209
Alwar,Etawah,286.224
Alwar,Farrukhabad,335.341
Alwar,Gaya,995.776
Alwar,Giridih,1154.091
Alwar,Gorakhpur,763.047
Alwar,Guwahati,1783.360
Alwar,Gwalior,254.133
Alwar,Hazaribagh,1075.460
Alwar,Hisar,240.862
Alwar,Hubballi,1581.099
Alwar,Hyderabad,1407.353
Alwar,Imphal,2243.106
Alwar,Indore,602.580
Alwar,Jabalpur,712.888
Alwar,Jaipur,134.293
Alwar,Jalandhar,508.063
Alwar,Jalgaon,895.931
Alwar,Jammu,726.602
Alwar,Jamnagar,1036.564
Alwar,Jamshedpur,1292.130
Alwar,Jhansi,368.479
Alwar,Jodhpur,468.002
Alwar,Kakinada,1718.432
Alwar,Kalaburagi,1420.809
Alwar,Kanpur,444.347
Alwar,Karnal,299.560
Alwar,Karur,2188.922
Alwar,Kochi,2291.664
Alwar,Kolhapur,1411.711
Alwar,Kolkata,1428.520
Alwar,Kollam,2431.943
Alwar,Korba,1116.798
Alwar,Kota,337.635
Alwar,Kozhikode,2166.843
Alwar,Kurnool,1600.255
Alwar,Latur,1281.031
Alwar,Lucknow,491.629
Alwar,Ludhiana,448.939
Alwar,Madurai,2331.459
Alwar,Mangaluru,1925.560
Alwar,Mathura,111.976
Alwar,Meerut,236.232
Alwar,Moradabad,343.009
Alwar,Mumbai,1202.195
Alwar,Muzaffarnagar,293.010
Alwar,Muzaffarpur,1007.414
Alwar,Mysuru,1959.620
Alwar,Nagercoil,2547.329
Alwar,Nagpur,995.987
Alwar,Nanded,1136.202
Alwar,Nashik,1016.870
Alwar,Nellore,1904.869
Alwar,Pathankot,618.955
Alwar,Patiala,392.127
Alwar,Patna,999.682
Alwar,Prayagraj,638.223
Alwar,Puducherry,2193.510
Alwar,Pune,1203.220
Alwar,Purnia,1253.748
Alwar,Raipur,1069.482
Alwar,Rajamahendravaram,1746.901
Alwar,Rajapalayam,2414.419
Alwar,Rajkot,1059.079
Alwar,Ranchi,1171.345
Alwar,Ratlam,551.242
Alwar,Rewa,745.281
Alwar,Rohtak,213.594
Alwar,Rourkela,1339.906
Alwar,Saharanpur,333.141
Alwar,Salem,2096.326
Alwar,Sambalpur,1281.318
Alwar,Satna,640.248
Alwar,Saugor,570.440
Alwar,Shillong,1871.958
Alwar,Shimla,523.727
Alwar,Shivamogga,1773.790
Alwar,Sholapur,1316.480
Alwar,Silchar,2011.649
Alwar,Siliguri,1363.964
Alwar,Sitapur,477.040
Alwar,Sonipat,222.696
Alwar,Srinagar,926.370
Alwar,Surat,942.401
Alwar,Thanjavur,2277.647
Alwar,Thiruvananthapuram,2503.300
Alwar,Thrissur,2222.222
Alwar,Tiruchirappalli,2230.635
Alwar,Tirunelveli,2465.966
Alwar,Tirupati,1937.666
Alwar,Tiruppur,2192.124
Alwar,Tumkur,1833.805
Alwar,Udaipur,527.389
Alwar,Udupi,1872.629
Alwar,Ujjain,546.459
Alwar,Vadodara,806.479
Alwar,Varanasi,761.658
Alwar,Vellore,2050.814
Alwar,Vijayawada,1685.517
Alwar,Visakhapatnam,1648.748
Alwar,Warangal,1438.699
Amravati,Amritsar,1529.341
Amravati,Anantapur,882.746
Amravati,Arrah,1063.947
Amravati,Aurangabad,1034.473
Amravati,Azamgarh,952.907
Amravati,Ballari,833.002
Amravati,Bareilly,1107.908
Amravati,Bathinda,1419.268
Amravati,Begusarai,1233.727
Amravati,Belagavi,781.227
Amravati,Bengaluru,1093.853
Amravati,Bhagalpur,1337.850
Amravati,Bhopal,326.055
Amravati,Bhubaneswar,1021.175
Amravati,Bikaner,1137.281
Amravati,Bilaspur,575.505
Amravati,Brahmapur,1000.526
Amravati,Chandigarh,1363.036
Amravati,Chennai,1118.632
Amravati,Coimbatore,1381.281
Amravati,Darbhanga,1240.362
Amravati,Davangere,926.888
Amravati,Dehradun,1312.580
Amravati,Delhi,1094.525
Amravati,Deoghar,1257.843
Amravati,Dhanbad,1160.115
Amravati,Dibrugarh,2365.468
Amravati,Dindigul,1444.369
Amravati,Durgapur,1266.231
Amravati,Erode,1327.959
Amravati,Etawah,866.698
Amravati,Farrukhabad,966.640
Amravati,Gaya,1112.454
Amravati,Giridih,1189.806
Amravati,Gorakhpur,1034.862
Amravati,Guwahati,1952.870
Amravati,Gwalior,744.472
Amravati,Hazaribagh,1100.819
Amravati,Hisar,1191.061
Amravati,Hubballi,810.138
Amravati,Hyderabad,546.653
Amravati,Imphal,2184.691
Amravati,Indore,407.685
Amravati,Jabalpur,430.209
Amravati,Jaipur,905.606
Amravati,Jalandhar,1446.237
Amravati,Jalgaon,275.533
Amravati,Jammu,1664.776
Amravati,Jamnagar,1001.313
Amravati,Jamshedpur,1123.204
Amravati,Jhansi,668.731
Amravati,Jodhpur,1044.479
Amravati,Kakinada,838.718
Amravati,Kalaburagi,526.793
Amravati,Kanpur,833.899
Amravati,Karnal,1237.734
Amravati,Karur,1368.672
Amravati,Kochi,1520.704
Amravati,Kolhapur,715.828
Amravati,Kolkata,1294.297
Amravati,Kollam,1660.983
Amravati,Korba,659.348
Amravati,Kota,665.959
Amravati,Kozhikode,1395.882
Amravati,Kurnool,739.555
Amravati,Latur,375.655
Amravati,Lucknow,915.887
Amravati,Ludhiana,1387.113
Amravati,Madurai,1511.210
Amravati,Mangaluru,1166.545
Amravati,Mathura,1022.891
Amravati,Meerut,1157.616
Amravati,Moradabad,1197.568
Amravati,Mumbai,640.271
Amravati,Muzaffarnagar,1214.394
Amravati,Muzaffarpur,1174.093
Amravati,Mysuru,1188.660
Amravati,Nagercoil,1727.080
Amravati,Nagpur,153.866
Amravati,Nanded,275.502
Amravati,Nashik,488.095
Amravati,Nellore,943.051
Amravati,Pathankot,1557.130
Amravati,Patiala,1330.302
Amravati,Patna,1113.824
Amravati,Prayagraj,789.302
Amravati,Puducherry,1288.526
Amravati,Pune,542.195
Amravati,Purnia,1409.123
Amravati,Raipur,462.536
Amravati,Rajamahendravaram,780.763
Amravati,Rajapalayam,1594.170
Amravati,Rajkot,912.279
Amravati,Ranchi,1004.442
Amravati,Ratlam,541.820
Amravati,Rewa,654.091
Amravati,Rohtak,1151.768
Amravati,Rourkela,898.049
Amravati,Saharanpur,1254.524
Amravati,Salem,1276.077
Amravati,Sambalpur,733.504
Amravati,Satna,625.326
Amravati,Saugor,488.956
Amravati,Shillong,1948.488
Amravati,Shimla,1461.901
Amravati,Shivamogga,1002.830
Amravati,Sholapur,514.281
Amravati,Silchar,1926.466
Amravati,Siliguri,1533.474
Amravati,Sitapur,1010.035
Amravati,Sonipat,1137.778
Amravati,Srinagar,1864.545
Amravati,Surat,597.019
Amravati,Thanjavur,1406.269
Amravati,Thiruvananthapuram,1795.810
Amravati,Thrissur,1451.262
Amravati,Tiruchirappalli,1400.897
Amravati,Tirunelveli,1645.717
Amravati,Tirupati,1076.966
Amravati,Tiruppur,1371.875
Amravati,Tumkur,1062.845
Amravati,Udaipur,823.597
Amravati,Udupi,1113.615
Amravati,Ujjain,443.344
Amravati,Vadodara,625.190
Amravati,Varanasi,888.603
Amravati,Vellore,1135.460
Amravati,Vijayawada,719.379
Amravati,Visakhapatnam,957.686
Amravati,Warangal,472.561
Amritsar,Anantapur,2303.769
Amritsar,Arrah,1340.957
Amritsar,Aurangabad,1341.478
Amritsar,Azamgarh,1151.930
Amritsar,Ballari,2203.874
Amritsar,Bareilly,674.828
Amritsar,Bathinda,183.402
Amritsar,Begusarai,1512.627
Amritsar,Belagavi,2052.258
Amritsar,Bengaluru,2461.561
Amritsar,Bhagalpur,1616.749
Amritsar,Bhopal,1202.282
Amritsar,Bhubaneswar,2031.861
Amritsar,Bikaner,490.908
Amritsar,Bilaspur,1552.298
Amritsar,Brahmapur,2115.745
Amritsar,Chandigarh,229.028
Amritsar,Chennai,2637.761
Amritsar,Coimbatore,2709.552
Amritsar,Darbhanga,1458.469
Amritsar,Davangere,2255.159
Amritsar,Dehradun,405.938
Amritsar,Delhi,465.533
Amritsar,Deoghar,1649.472
Amritsar,Dhanbad,1588.287
Amritsar,Dibrugarh,2588.999
Amritsar,Dindigul,2821.929
Amritsar,Durgapur,1685.125
Amritsar,Erode,2705.520
Amritsar,Etawah,779.748
Amritsar,Farrukhabad,748.470
Amritsar,Gaya,1419.459
Amritsar,Giridih,1577.774
Amritsar,Gorakhpur,1156.089
Amritsar,Guwahati,2176.402
Amritsar,Gwalior,773.120
Amritsar,Hazaribagh,1499.144
Amritsar,Hisar,337.324
Amritsar,Hubballi,2138.410
Amritsar,Hyderabad,1964.665
Amritsar,Imphal,2636.148
Amritsar,Indore,1159.891
Amritsar,Jabalpur,1231.874
Amritsar,Jaipur,636.182
Amritsar,Jalandhar,79.759
Amritsar,Jalgaon,1453.243
Amritsar,Jammu,199.536
Amritsar,Jamnagar,1261.028
Amritsar,Jamshedpur,1715.814
Amritsar,Jhansi,887.466
Amritsar,Jodhpur,702.251
Amritsar,Kakinada,2237.419
Amritsar,Kalaburagi,1978.120
Amritsar,Kanpur,895.822
Amritsar,Karnal,329.664
Amritsar,Karur,2746.233
Amritsar,Kochi,2848.976
Amritsar,Kolhapur,1969.023
Amritsar,Kolkata,1852.204
Amritsar,Kollam,2989.255
Amritsar,Korba,1634.846
Amritsar,Kota,894.946
Amritsar,Kozhikode,2724.154
Amritsar,Kurnool,2157.567
Amritsar,Latur,1838.342
Amritsar,Lucknow,884.670
Amritsar,Ludhiana,140.469
Amritsar,Madurai,2888.770
Amritsar,Mangaluru,2482.872
Amritsar,Mathura,597.689
Amritsar,Meerut,440.142
Amritsar,Moradabad,557.042
Amritsar,Mumbai,1634.657
Amritsar,Muzaffarnagar,411.433
Amritsar,Muzaffarpur,1400.456
Amritsar,Mysuru,2516.932
Amritsar,Nagercoil,3104.640
Amritsar,Nagpur,1553.299
Amritsar,Nanded,1693.514
Amritsar,Nashik,1574.181
Amritsar,Nellore,2462.180
Amritsar,Pathankot,112.800
Amritsar,Patiala,252.357
Amritsar,Patna,1392.724
Amritsar,Prayagraj,1069.802
Amritsar,Puducherry,2750.822
Amritsar,Pune,1760.531
Amritsar,Purnia,1646.790
Amritsar,Raipur,1588.468
Amritsar,Rajamahendravaram,2212.334
Amritsar,Rajapalayam,2971.731
Amritsar,Rajkot,1243.184
Amritsar,Ranchi,1595.029
Amritsar,Ratlam,1108.553
Amritsar,Rewa,1199.641
Amritsar,Rohtak,387.684
Amritsar,Rourkela,1763.589
Amritsar,Saharanpur,345.529
Amritsar,Salem,2653.638
Amritsar,Sambalpur,1733.309
Amritsar,Satna,1186.726
Amritsar,Saugor,1089.427
Amritsar,Shillong,2265.000
Amritsar,Shimla,333.132
Amritsar,Shivamogga,2331.102
Amritsar,Sholapur,1873.791
Amritsar,Silchar,2435.332
Amritsar,Siliguri,1757.005
Amritsar,Sitapur,818.147
Amritsar,Sonipat,404.579
Amritsar,Srinagar,399.305
Amritsar,Surat,1374.863
Amritsar,Thanjavur,2834.959
Amritsar,Thiruvananthapuram,3060.611
Amritsar,Thrissur,2779.534
Amritsar,Tiruchirappalli,2787.946
Amritsar,Tirunelveli,3023.277
Amritsar,Tirupati,2494.977
Amritsar,Tiruppur,2749.436
Amritsar,Tumkur,2391.117
Amritsar,Udaipur,955.583
Amritsar,Udupi,2429.941
Amritsar,Ujjain,1103.770
Amritsar,Vadodara,1238.374
Amritsar,Varanasi,1185.341
Amritsar,Vellore,2608.125
Amritsar,Vijayawada,2242.829
Amritsar,Visakhapatnam,2167.735
Amritsar,Warangal,1996.010
Anantapur,Arrah,1784.593
Anantapur,Aurangabad,1698.422
Anantapur,Azamgarh,1673.553
Anantapur,Ballari,100.160
Anantapur,Bareilly,1866.262
Anantapur,Bathinda,2197.095
Anantapur,Begusarai,1941.028
Anantapur,Belagavi,406.052
Anantapur,Bengaluru,212.046
Anantapur,Bhagalpur,1967.102
Anantapur,Bhopal,1193.362
Anantapur,Bhubaneswar,1247.109
Anantapur,Bikaner,1925.055
Anantapur,Bilaspur,1216.770
Anantapur,Brahmapur,1076.607
Anantapur,Chandigarh,2140.863
Anantapur,Chennai,414.160
Anantapur,Coimbatore,544.064
Anantapur,Darbhanga,1959.738
Anantapur,Davangere,221.914
Anantapur,Dehradun,2090.406
Anantapur,Delhi,1872.351
Anantapur,Deoghar,1876.808
Anantapur,Dhanbad,1741.897
Anantapur,Dibrugarh,2837.149
Anantapur,Dindigul,566.067
Anantapur,Durgapur,1723.340
Anantapur,Erode,449.658
Anantapur,Etawah,1667.139
Anantapur,Farrukhabad,1735.328
Anantapur,Gaya,1772.504
Anantapur,Giridih,1806.070
Anantapur,Gorakhpur,1755.508
Anantapur,Guwahati,2431.050
Anantapur,Gwalior,1572.598
Anantapur,Hazaribagh,1742.083
Anantapur,Hisar,1968.887
Anantapur,Hubballi,310.295
Anantapur,Hyderabad,352.840
Anantapur,Imphal,2573.503
Anantapur,Indore,1146.228
Anantapur,Jabalpur,1150.855
Anantapur,Jaipur,1683.432
Anantapur,Jalandhar,2224.063
Anantapur,Jalgaon,903.108
Anantapur,Jammu,2442.602
Anantapur,Jamnagar,1530.620
Anantapur,Jamshedpur,1598.328
Anantapur,Jhansi,1465.717
Anantapur,Jodhpur,1721.123
Anantapur,Kakinada,685.935
Anantapur,Kalaburagi,388.357
Anantapur,Kanpur,1592.253
Anantapur,Karnal,2015.560
Anantapur,Karur,490.371
Anantapur,Kochi,725.505
Anantapur,Kolhapur,511.914
Anantapur,Kolkata,1683.109
Anantapur,Kollam,851.383
Anantapur,Korba,1300.613
Anantapur,Kota,1443.785
Anantapur,Kozhikode,584.970
Anantapur,Kurnool,145.859
Anantapur,Latur,533.982
Anantapur,Lucknow,1674.241
Anantapur,Ludhiana,2164.939
Anantapur,Madurai,632.908
Anantapur,Mangaluru,459.721
Anantapur,Mathura,1800.717
Anantapur,Meerut,1935.442
Anantapur,Moradabad,1955.921
Anantapur,Mumbai,827.776
Anantapur,Muzaffarnagar,1992.220
Anantapur,Muzaffarpur,1903.918
Anantapur,Mysuru,377.747
Anantapur,Nagercoil,848.778
Anantapur,Nagpur,870.437
Anantapur,Nanded,605.651
Anantapur,Nashik,813.740
Anantapur,Nellore,314.492
Anantapur,Pathankot,2334.956
Anantapur,Patiala,2108.128
Anantapur,Patna,1833.201
Anantapur,Prayagraj,1509.948
Anantapur,Puducherry,447.340
Anantapur,Pune,681.066
Anantapur,Purnia,2044.700
Anantapur,Raipur,1103.800
Anantapur,Rajamahendravaram,627.980
Anantapur,Rajapalayam,715.869
Anantapur,Rajkot,1441.586
Anantapur,Ranchi,1645.707
Anantapur,Ratlam,1221.982
Anantapur,Rewa,1374.736
Anantapur,Rohtak,1929.594
Anantapur,Rourkela,1517.708
Anantapur,Saharanpur,2032.351
Anantapur,Salem,397.776
Anantapur,Sambalpur,1308.785
Anantapur,Satna,1345.972
Anantapur,Saugor,1259.426
Anantapur,Shillong,2337.300
Anantapur,Shimla,2239.727
Anantapur,Shivamogga,263.546
Anantapur,Sholapur,460.749
Anantapur,Silchar,2315.278
Anantapur,Siliguri,2176.178
Anantapur,Sitapur,1768.388
Anantapur,Sonipat,1915.604
Anantapur,Srinagar,2642.370
Anantapur,Surat,1043.317
Anantapur,Thanjavur,562.769
Anantapur,Thiruvananthapuram,917.509
Anantapur,Thrissur,649.920
Anantapur,Tiruchirappalli,557.396
Anantapur,Tirunelveli,767.415
Anantapur,Tirupati,283.731
Anantapur,Tiruppur,493.573
Anantapur,Tumkur,186.825
Anantapur,Udaipur,1464.106
Anantapur,Udupi,409.169
Anantapur,Ujjain,1201.077
Anantapur,Vadodara,1166.799
Anantapur,Varanasi,1609.249
Anantapur,Vellore,304.644
Anantapur,Vijayawada,471.257
Anantapur,Visakhapatnam,811.973
Anantapur,Warangal,513.099
Arrah,Aurangabad,122.164
Arrah,Azamgarh,195.365
Arrah,Ballari,1787.575
Arrah,Bareilly,697.756
Arrah,Bathinda,1285.114
Arrah,Begusarai,173.504
Arrah,Belagavi,1830.445
Arrah,Bengaluru,1994.981
Arrah,Bhagalpur,277.626
Arrah,Bhopal,935.281
Arrah,Bhubaneswar,821.944
Arrah,Bikaner,1317.871
Arrah,Bilaspur,605.905
Arrah,Brahmapur,991.039
Arrah,Chandigarh,1168.210
Arrah,Chennai,1901.770
Arrah,Coimbatore,2323.854
Arrah,Darbhanga,180.139
Arrah,Davangere,1976.105
Arrah,Dehradun,1004.362
Arrah,Delhi,940.850
Arrah,Deoghar,298.367
Arrah,Dhanbad,368.974
Arrah,Dibrugarh,1305.245
Arrah,Dindigul,2320.922
Arrah,Durgapur,465.812
Arrah,Erode,2218.528
Arrah,Etawah,684.043
Arrah,Farrukhabad,640.919
Arrah,Gaya,130.797
Arrah,Giridih,326.000
Arrah,Gorakhpur,240.665
Arrah,Guwahati,892.647
Arrah,Gwalior,794.235
Arrah,Hazaribagh,279.830
Arrah,Hisar,1124.646
Arrah,Hubballi,1859.356
Arrah,Hyderabad,1406.828
Arrah,Imphal,1352.393
Arrah,Indore,1129.533
Arrah,Jabalpur,640.627
Arrah,Jaipur,1022.354
Arrah,Jalandhar,1261.392
Arrah,Jalgaon,1303.909
Arrah,Jammu,1479.931
Arrah,Jamnagar,1856.904
Arrah,Jamshedpur,496.500
Arrah,Jhansi,728.219
Arrah,Jodhpur,1354.795
Arrah,Kakinada,1404.777
Arrah,Kalaburagi,1521.173
Arrah,Kanpur,521.569
Arrah,Karnal,1012.486
Arrah,Karur,2245.226
Arrah,Kochi,2505.296
Arrah,Kolhapur,1765.045
Arrah,Kolkata,632.890
Arrah,Kollam,2631.173
Arrah,Korba,557.547
Arrah,Kota,1049.314
Arrah,Kozhikode,2353.785
Arrah,Kurnool,1640.683
Arrah,Latur,1424.872
Arrah,Lucknow,452.731
Arrah,Ludhiana,1201.485
Arrah,Madurai,2352.336
Arrah,Mangaluru,2215.763
Arrah,Mathura,828.097
Arrah,Meerut,901.524
Arrah,Moradabad,795.917
Arrah,Mumbai,1689.488
Arrah,Muzaffarnagar,958.268
Arrah,Muzaffarpur,113.870
Arrah,Mysuru,2146.562
Arrah,Nagercoil,2603.633
Arrah,Nagpur,909.545
Arrah,Nanded,1324.720
Arrah,Nashik,1537.312
Arrah,Nellore,1726.189
Arrah,Pathankot,1372.285
Arrah,Patiala,1145.108
Arrah,Patna,53.601
Arrah,Prayagraj,312.203
Arrah,Puducherry,2068.566
Arrah,Pune,1591.412
Arrah,Purnia,348.900
Arrah,Raipur,723.002
Arrah,Rajamahendravaram,1346.868
Arrah,Rajapalayam,2470.724
Arrah,Rajkot,1767.870
Arrah,Ranchi,375.715
Arrah,Ratlam,1260.033
Arrah,Rewa,405.655
Arrah,Rohtak,1013.578
Arrah,Rourkela,526.489
Arrah,Saharanpur,1032.057
Arrah,Salem,2154.132
Arrah,Sambalpur,631.581
Arrah,Satna,464.164
Arrah,Saugor,764.949
Arrah,Shillong,981.245
Arrah,Shimla,1260.310
Arrah,Shivamogga,2052.047
Arrah,Sholapur,1563.498
Arrah,Silchar,1186.513
Arrah,Siliguri,473.251
Arrah,Sitapur,539.847
Arrah,Sonipat,972.332
Arrah,Srinagar,1679.700
Arrah,Surat,1556.921
Arrah,Thanjavur,2229.297
Arrah,Thiruvananthapuram,2672.363
Arrah,Thrissur,2409.164
Arrah,Tiruchirappalli,2223.924
Arrah,Tirunelveli,2522.271
Arrah,Tirupati,1863.781
Arrah,Tiruppur,2273.364
Arrah,Tumkur,1969.760
Arrah,Udaipur,1323.509
Arrah,Udupi,2162.832
Arrah,Ujjain,1175.418
Arrah,Vadodara,1515.271
Arrah,Varanasi,190.789
Arrah,Vellore,1966.112
Arrah,Vijayawada,1455.719
Arrah,Visakhapatnam,1262.800
Arrah,Warangal,1306.676
Aurangabad,Azamgarh,243.706
Aurangabad,Ballari,1698.447
Aurangabad,Bareilly,721.259
Aurangabad,Bathinda,1286.159
Aurangabad,Begusarai,244.402
Aurangabad,Belagavi,1800.929
Aurangabad,Bengaluru,1905.852
Aurangabad,Bhagalpur,335.883
Aurangabad,Bhopal,905.765
Aurangabad,Bhubaneswar,689.676
Aurangabad,Bikaner,1322.098
Aurangabad,Bilaspur,485.446
Aurangabad,Brahmapur,858.772
Aurangabad,Chandigarh,1169.256
Aurangabad,Chennai,1781.311
Aurangabad,Coimbatore,2203.395
Aurangabad,Darbhanga,263.113
Aurangabad,Davangere,1835.335
Aurangabad,Dehradun,1019.539
Aurangabad,Delhi,941.895
Aurangabad,Deoghar,303.627
Aurangabad,Dhanbad,246.103
Aurangabad,Dibrugarh,1398.736
Aurangabad,Dindigul,2200.463
Aurangabad,Durgapur,342.940
Aurangabad,Erode,2098.070
Aurangabad,Etawah,631.877
Aurangabad,Farrukhabad,641.964
Aurangabad,Gaya,74.476
Aurangabad,Giridih,235.590
Aurangabad,Gorakhpur,303.398
Aurangabad,Guwahati,986.139
Aurangabad,Gwalior,742.070
Aurangabad,Hazaribagh,156.959
Aurangabad,Hisar,1125.691
Aurangabad,Hubballi,1829.840
Aurangabad,Hyderabad,1336.866
Aurangabad,Imphal,1351.372
Aurangabad,Indore,1100.017
Aurangabad,Jabalpur,611.111
Aurangabad,Jaipur,991.338
Aurangabad,Jalandhar,1262.438
Aurangabad,Jalgaon,1274.393
Aurangabad,Jammu,1480.977
Aurangabad,Jamnagar,1827.389
Aurangabad,Jamshedpur,373.629
Aurangabad,Jhansi,698.703
Aurangabad,Jodhpur,1323.779
Aurangabad,Kakinada,1272.509
Aurangabad,Kalaburagi,1472.873
Aurangabad,Kanpur,503.363
Aurangabad,Karnal,1013.532
Aurangabad,Karur,2124.767
Aurangabad,Kochi,2384.836
Aurangabad,Kolhapur,1735.529
Aurangabad,Kolkata,510.019
Aurangabad,Kollam,2510.714
Aurangabad,Korba,437.087
Aurangabad,Kota,1019.798
Aurangabad,Kozhikode,2264.657
Aurangabad,Kurnool,1551.555
Aurangabad,Latur,1395.357
Aurangabad,Lucknow,458.611
Aurangabad,Ludhiana,1202.531
Aurangabad,Madurai,2231.877
Aurangabad,Mangaluru,2130.807
Aurangabad,Mathura,813.478
Aurangabad,Meerut,902.570
Aurangabad,Moradabad,810.919
Aurangabad,Mumbai,1659.973
Aurangabad,Muzaffarnagar,959.313
Aurangabad,Muzaffarpur,207.292
Aurangabad,Mysuru,2057.434
Aurangabad,Nagercoil,2483.174
Aurangabad,Nagpur,880.029
Aurangabad,Nanded,1295.204
Aurangabad,Nashik,1507.796
Aurangabad,Nellore,1605.730
Aurangabad,Pathankot,1373.330
Aurangabad,Patiala,1146.153
Aurangabad,Patna,136.575
Aurangabad,Prayagraj,282.687
Aurangabad,Puducherry,1948.107
Aurangabad,Pune,1561.896
Aurangabad,Purnia,419.797
Aurangabad,Raipur,602.543
Aurangabad,Rajamahendravaram,1226.408
Aurangabad,Rajapalayam,2350.265
Aurangabad,Rajkot,1738.354
Aurangabad,Ranchi,252.844
Aurangabad,Ratlam,1230.517
Aurangabad,Rewa,376.139
Aurangabad,Rohtak,1014.623
Aurangabad,Rourkela,421.404
Aurangabad,Saharanpur,1033.103
Aurangabad,Salem,2033.672
Aurangabad,Sambalpur,526.497
Aurangabad,Satna,434.649
Aurangabad,Saugor,735.434
Aurangabad,Shillong,1074.737
Aurangabad,Shimla,1261.356
Aurangabad,Shivamogga,1934.632
Aurangabad,Sholapur,1533.983
Aurangabad,Silchar,1093.147
Aurangabad,Siliguri,566.742
Aurangabad,Sitapur,545.728
Aurangabad,Sonipat,973.377
Aurangabad,Srinagar,1680.745
Aurangabad,Surat,1527.406
Aurangabad,Thanjavur,2108.838
Aurangabad,Thiruvananthapuram,2551.905
Aurangabad,Thrissur,2309.251
Aurangabad,Tiruchirappalli,2103.465
Aurangabad,Tirunelveli,2401.811
Aurangabad,Tirupati,1743.322
Aurangabad,Tiruppur,2152.905
Aurangabad,Tumkur,1880.631
Aurangabad,Udaipur,1293.993
